timestamp,windspeed_north,windspeed_east,variance_north,variance_east
9080525,0.0,0.0,0.0,0.0
9282131,0.0,0.0,0.0,0.0
9486111,0.0,0.0,0.0,0.0
9686943,0.0,0.0,0.0,0.0
9892481,0.0,0.0,0.0,0.0
10093314,0.0,0.0,0.0,0.0
10297446,0.0,0.0,0.0,0.0
10498924,0.0,0.0,0.0,0.0
10700516,0.0,0.0,0.0,0.0
10902138,0.0,0.0,0.0,0.0
11107076,0.0,0.0,0.0,0.0
11310899,0.0,0.0,0.0,0.0
11512569,0.0,0.0,0.0,0.0
11713324,0.0,0.0,0.0,0.0
11917338,0.0,0.0,0.0,0.0
12121357,0.0,0.0,0.0,0.0
12323046,0.0,0.0,0.0,0.0
12527702,0.0,0.0,0.0,0.0
12730955,0.0,0.0,0.0,0.0
12932481,0.0,0.0,0.0,0.0
13137265,0.0,0.0,0.0,0.0
13337472,0.0,0.0,0.0,0.0
13537389,0.0,0.0,0.0,0.0
13741312,0.0,0.0,0.0,0.0
13942971,0.0,0.0,0.0,0.0
14142929,0.0,0.0,0.0,0.0
14347703,0.0,0.0,0.0,0.0
14551753,0.0,0.0,0.0,0.0
14754132,0.0,0.0,0.0,0.0
14958148,0.0,0.0,0.0,0.0
15158192,0.0,0.0,0.0,0.0
15363696,0.0,0.0,0.0,0.0
15564517,0.0,0.0,0.0,0.0
15768600,0.0,0.0,0.0,0.0
15972556,0.0,0.0,0.0,0.0
16174920,0.0,0.0,0.0,0.0
16378924,0.0,0.0,0.0,0.0
16580515,0.0,0.0,0.0,0.0
16783838,0.0,0.0,0.0,0.0
16987836,0.0,0.0,0.0,0.0
17188558,0.0,0.0,0.0,0.0
17394223,0.0,0.0,0.0,0.0
17594132,0.0,0.0,0.0,0.0
17798166,0.0,0.0,0.0,0.0
18002209,0.0,0.0,0.0,0.0
18203004,0.0,0.0,0.0,0.0
18408624,0.0,0.0,0.0,0.0
18608538,0.0,0.0,0.0,0.0
18813327,0.0,0.0,0.0,0.0
19017303,0.0,0.0,0.0,0.0
19218881,0.0,0.0,0.0,0.0
19422109,0.0,0.0,0.0,0.0
19626155,0.0,0.0,0.0,0.0
19828564,0.0,0.0,0.0,0.0
20032555,0.0,0.0,0.0,0.0
20232490,0.0,0.0,0.0,0.0
20437395,0.0,0.0,0.0,0.0
20638897,0.0,0.0,0.0,0.0
20843061,0.0,0.0,0.0,0.0
21047698,0.0,0.0,0.0,0.0
21249341,0.0,0.0,0.0,0.0
21454096,0.0,0.0,0.0,0.0
21656500,0.0,0.0,0.0,0.0
21856520,0.0,0.0,0.0,0.0
22058231,0.0,0.0,0.0,0.0
22260481,0.0,0.0,0.0,0.0
22462914,0.0,0.0,0.0,0.0
22668505,0.0,0.0,0.0,0.0
22870141,0.0,0.0,0.0,0.0
23070930,0.0,0.0,0.0,0.0
23273486,0.0,0.0,0.0,0.0
23473309,0.0,0.0,0.0,0.0
23677515,0.0,0.0,0.0,0.0
23880482,0.0,0.0,0.0,0.0
24084499,0.0,0.0,0.0,0.0
24286138,0.0,0.0,0.0,0.0
24490174,0.0,0.0,0.0,0.0
24694954,0.0,0.0,0.0,0.0
24897295,0.0,0.0,0.0,0.0
25101329,0.0,0.0,0.0,0.0
25301295,0.0,0.0,0.0,0.0
25505294,0.0,0.0,0.0,0.0
25706897,0.0,0.0,0.0,0.0
25910941,0.0,0.0,0.0,0.0
26115003,0.0,0.0,0.0,0.0
26315722,0.0,0.0,0.0,0.0
26518183,0.0,0.0,0.0,0.0
26718247,0.0,0.0,0.0,0.0
26919827,0.0,0.0,0.0,0.0
27123700,0.0,0.0,0.0,0.0
27324522,0.0,0.0,0.0,0.0
27528572,0.0,0.0,0.0,0.0
27730092,0.0,0.0,0.0,0.0
27934127,0.0,0.0,0.0,0.0
28137331,0.0,0.0,0.0,0.0
28338116,0.0,0.0,0.0,0.0
28538097,0.0,0.0,0.0,0.0
28743823,0.0,0.0,0.0,0.0
28942929,0.0,0.0,0.0,0.0
29143735,0.0,0.0,0.0,0.0
29350121,0.0,0.0,0.0,0.0
29550238,0.0,0.0,0.0,0.0
29755013,0.0,0.0,0.0,0.0
29955082,0.0,0.0,0.0,0.0
30156546,0.0,0.0,0.0,0.0
30361319,0.0,0.0,0.0,0.0
30562913,0.0,0.0,0.0,0.0
30763006,0.0,0.0,0.0,0.0
30963727,0.0,0.0,0.0,0.0
31170120,0.0,0.0,0.0,0.0
31370897,0.0,0.0,0.0,0.0
31572617,0.0,0.0,0.0,0.0
31772516,0.0,0.0,0.0,0.0
31977369,0.0,0.0,0.0,0.0
32181361,0.0,0.0,0.0,0.0
32383059,0.0,0.0,0.0,0.0
32583711,0.0,0.0,0.0,0.0
32783727,0.0,0.0,0.0,0.0
32989345,0.0,0.0,0.0,0.0
33189323,0.0,0.0,0.0,0.0
33393310,0.0,0.0,0.0,0.0
33597451,0.0,0.0,0.0,0.0
33801278,0.0,0.0,0.0,0.0
34002929,0.0,0.0,0.0,0.0
34206959,0.0,0.0,0.0,0.0
34407684,0.0,0.0,0.0,0.0
34613430,0.0,0.0,0.0,0.0
34814224,0.0,0.0,0.0,0.0
35016577,0.0,0.0,0.0,0.0
35218160,0.0,0.0,0.0,0.0
35421334,0.0,0.0,0.0,0.0
35621439,0.0,0.0,0.0,0.0
35822971,0.0,0.0,0.0,0.0
36026895,0.0,0.0,0.0,0.0
36227789,0.0,0.0,0.0,0.0
36430124,0.0,0.0,0.0,0.0
36630159,0.0,0.0,0.0,0.0
36835703,0.0,0.0,0.0,0.0
37039763,0.0,0.0,0.0,0.0
37241453,0.0,0.0,0.0,0.0
37442941,0.0,0.0,0.0,0.0
37646941,0.0,0.0,0.0,0.0
37851699,0.0,0.0,0.0,0.0
38053314,0.0,0.0,0.0,0.0
38257280,0.0,0.0,0.0,0.0
38458156,0.0,0.0,0.0,0.0
38659702,0.0,0.0,0.0,0.0
38859694,0.0,0.0,0.0,0.0
39064568,0.0,0.0,0.0,0.0
39266183,0.0,0.0,0.0,0.0
39470201,0.0,0.0,0.0,0.0
39670997,0.0,0.0,0.0,0.0
39872621,0.0,0.0,0.0,0.0
40076521,0.0,0.0,0.0,0.0
40278953,0.0,0.0,0.0,0.0
40482913,0.0,0.0,0.0,0.0
40683010,0.0,0.0,0.0,0.0
40883849,0.0,0.0,0.0,0.0
41088529,0.0,0.0,0.0,0.0
41290189,0.0,0.0,0.0,0.0
41492497,0.0,0.0,0.0,0.0
41696588,0.0,0.0,0.0,0.0
41900616,0.0,0.0,0.0,0.0
42101334,0.0,0.0,0.0,0.0
42304628,0.0,0.0,0.0,0.0
42506179,0.0,0.0,0.0,0.0
42707010,0.0,0.0,0.0,0.0
42912590,0.0,0.0,0.0,0.0
43112518,0.0,0.0,0.0,0.0
43316532,0.0,0.0,0.0,0.0
43520584,0.0,0.0,0.0,0.0
43723004,0.0,0.0,0.0,0.0
43926943,0.0,0.0,0.0,0.0
44126945,0.0,0.0,0.0,0.0
44333312,0.0,0.0,0.0,0.0
44533317,0.0,0.0,0.0,0.0
44737336,0.0,0.0,0.0,0.0
44942237,0.0,0.0,0.0,0.0
45143850,0.0,0.0,0.0,0.0
45347770,0.0,0.0,0.0,0.0
45548466,0.0,0.0,0.0,0.0
45754104,0.0,0.0,0.0,0.0
45954885,0.0,0.0,0.0,0.0
46159720,0.0,0.0,0.0,0.0
46360571,0.0,0.0,0.0,0.0
46566131,0.0,0.0,0.0,0.0
46767682,0.0,0.0,0.0,0.0
46972501,0.0,0.0,0.0,0.0
47172562,0.0,0.0,0.0,0.0
47374132,0.0,0.0,0.0,0.0
47574896,0.0,0.0,0.0,0.0
47778955,0.0,0.0,0.0,0.0
47982123,0.0,0.0,0.0,0.0
48183843,0.0,0.0,0.0,0.0
48383696,0.0,0.0,0.0,0.0
48587732,0.0,0.0,0.0,0.0
48792548,0.0,0.0,0.0,0.0
48995002,0.0,0.0,0.0,0.0
49197323,0.0,0.0,0.0,0.0
49401455,0.0,0.0,0.0,0.0
49601368,0.0,0.0,0.0,0.0
49807761,0.0,0.0,0.0,0.0
50008529,0.0,0.0,0.0,0.0
50210966,0.0,0.0,0.0,0.0
50415753,0.0,0.0,0.0,0.0
50619699,0.0,0.0,0.0,0.0
50821408,0.0,0.0,0.0,0.0
51022156,0.0,0.0,0.0,0.0
51222153,0.0,0.0,0.0,0.0
51427667,0.0,0.0,0.0,0.0
51628565,0.0,0.0,0.0,0.0
51830881,0.0,0.0,0.0,0.0
52035841,0.0,0.0,0.0,0.0
52237384,0.0,0.0,0.0,0.0
52441328,0.0,0.0,0.0,0.0
52646159,0.0,0.0,0.0,0.0
52846107,0.0,0.0,0.0,0.0
53051690,0.0,0.0,0.0,0.0
53250897,0.0,0.0,0.0,0.0
53451705,0.0,0.0,0.0,0.0
53657320,0.0,0.0,0.0,0.0
53857350,0.0,0.0,0.0,0.0
54061351,0.0,0.0,0.0,0.0
54266205,0.0,0.0,0.0,0.0
54467711,0.0,0.0,0.0,0.0
54672578,0.0,0.0,0.0,0.0
54875042,0.0,0.0,0.0,0.0
55076629,0.0,0.0,0.0,0.0
55278186,0.0,0.0,0.0,0.0
55478925,0.0,0.0,0.0,0.0
55682913,0.0,0.0,0.0,0.0
55884532,0.0,0.0,0.0,0.0
56086166,0.0,0.0,0.0,0.0
56287742,0.0,0.0,0.0,0.0
56491688,0.0,0.0,0.0,0.0
56695838,0.0,0.0,0.0,0.0
56898093,0.0,0.0,0.0,0.0
57098946,0.0,0.0,0.0,0.0
57302964,0.0,0.0,0.0,0.0
57504604,0.0,0.0,0.0,0.0
57709311,0.0,0.0,0.0,0.0
57910910,0.0,0.0,0.0,0.0
58116652,0.0,0.0,0.0,0.0
58318118,0.0,0.0,0.0,0.0
58522141,0.0,0.0,0.0,0.0
58722240,0.0,0.0,0.0,0.0
58922094,0.0,0.0,0.0,0.0
59126154,0.0,0.0,0.0,0.0
59327700,0.0,0.0,0.0,0.0
59528504,0.0,0.0,0.0,0.0
59732511,0.0,0.0,0.0,0.0
59934231,0.0,0.0,0.0,0.0
60138887,0.0,0.0,0.0,0.0
60341435,0.0,0.0,0.0,0.0
60542109,0.0,0.0,0.0,0.0
60743819,0.0,0.0,0.0,0.0
60947683,0.0,0.0,0.0,0.0
61150136,0.0,0.0,0.0,0.0
61350882,0.0,0.0,0.0,0.0
61555729,0.0,0.0,0.0,0.0
61756510,0.0,0.0,0.0,0.0
61958091,0.0,0.0,0.0,0.0
62159698,0.0,0.0,0.0,0.0
62363825,0.0,0.0,0.0,0.0
62564502,0.0,0.0,0.0,0.0
