timestamp,load,ram_usage
3485331,0.510322,0.877646
4485561,0.375827,0.88114
5486315,0.387539,0.881677
6487177,0.397955,0.880064
7487990,0.39824,0.879594
8491103,0.413298,0.866223
9493059,0.433867,0.868508
10493405,0.45553,0.868508
11493571,0.468069,0.87012
12494367,0.457768,0.87012
13495792,0.458921,0.868508
14496427,0.458496,0.867903
15496209,0.467831,0.87012
16497625,0.462872,0.868709
17498523,0.555507,0.870322
18499143,0.490914,0.871934
19499990,0.501657,0.871934
20501698,0.487307,0.870322
21503086,0.496404,0.869717
22504262,0.503763,0.871934
23505056,0.491344,0.871934
24506909,0.49486,0.870322
25507990,0.49584,0.869717
26508408,0.50536,0.871934
27508058,0.494763,0.870322
28509840,0.485898,0.870322
29512628,0.49941,0.871934
30513196,0.49411,0.871934
31513933,0.493617,0.870322
32515158,0.494912,0.869717
33516038,0.506041,0.871934
34518150,0.492357,0.870322
35519254,0.499871,0.870322
36520142,0.496958,0.871934
37520554,0.492728,0.871934
38520990,0.495036,0.870322
39521147,0.497469,0.869717
40522100,0.504421,0.871934
41523060,0.496168,0.870322
42523442,0.496307,0.870322
43524051,0.50264,0.871934
44526496,0.492251,0.871934
45527344,0.49472,0.870322
46528218,0.494016,0.869717
47528066,0.50554,0.871934
48528990,0.496801,0.871934
49530034,0.496419,0.870322
50530142,0.498846,0.871934
51530155,0.503078,0.871934
52531331,0.493531,0.870322
53531065,0.494771,0.869717
54532629,0.508106,0.871934
55533198,0.492878,0.871934
56533830,0.497702,0.870322
57535136,0.496912,0.869717
58535020,0.504802,0.871934
59536025,0.487308,0.870322
60536122,0.489891,0.870322
61537062,0.508652,0.871934
62538650,0.496248,0.871934
63539180,0.494638,0.870322
64539062,0.494741,0.869717
65540206,0.501886,0.871934
66541163,0.494352,0.870322
67542159,0.496045,0.870322
68543326,0.501053,0.871934
69544512,0.493251,0.871934
70545504,0.494793,0.870322
71546927,0.493587,0.869717
72548676,0.501588,0.871934
73548139,0.497707,0.870322
74549886,0.493962,0.870322
75551356,0.50839,0.871934
76552459,0.493086,0.871934
77552990,0.495111,0.870322
78554276,0.496116,0.869717
79555149,0.507327,0.871934
80556721,0.4942,0.871934
81559698,0.495873,0.870322
82560193,0.496609,0.871934
83561061,0.501389,0.871934
84562044,0.491825,0.870322
85563358,0.497372,0.869717
86563990,0.504917,0.871934
87564995,0.50011,0.871934
88566053,0.496695,0.870322
89567643,0.492006,0.869717
90568144,0.508635,0.871934
91568077,0.494808,0.870322
92569250,0.495904,0.870322
93569058,0.509136,0.871934
94570486,0.493002,0.871934
95571985,0.497606,0.870322
96573126,0.493896,0.869717
97573845,0.506212,0.871934
98575131,0.495882,0.870322
99576853,0.494744,0.870322
100578174,0.507782,0.871934
101578188,0.4986,0.871934
102578501,0.499916,0.870322
103578264,0.491954,0.869717
104577990,0.517007,0.871934
105579058,0.495743,0.870322
106580492,0.499207,0.870322
107580086,0.506858,0.871934
108581297,0.491338,0.871934
109582391,0.492476,0.870322
110582673,0.495516,0.869717
111583079,0.502049,0.871934
112586103,0.494526,0.871934
113587291,0.494145,0.870322
114588087,0.48089,0.871934
115588990,0.47033,0.871934
116589990,0.457942,0.870322
