timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,system_source,priority,warning
3284520,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
3790045,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
4294959,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
4800507,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
5294848,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
5801451,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
6306035,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
6800509,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
7307704,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
7802912,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
8308472,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
8801251,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
9310087,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
9802854,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
10309248,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
10804490,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
11310826,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
11805297,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
12310876,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
12806859,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
13313294,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
13805324,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
14311637,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
14818061,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
15311665,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
15816477,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
16322899,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
16819660,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
17325300,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
17818052,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
