timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,system_source,priority,warning
5786033,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
6289969,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
6793918,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
7297907,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
7791575,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
8295498,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
8799509,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
9293170,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
9797081,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
10301106,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
10794635,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
11298636,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
11802745,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
12294705,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
12800260,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
13304248,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
13796233,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
14301849,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
14805839,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
15297956,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
15804282,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
16308344,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
16813891,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
17308249,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
