timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
3906742,4.97417,0.0,0,1,0,0,0,0,0
4406742,4.92261,0.0,0,1,0,0,0,0,0
4916742,4.9355,0.0,0,1,0,0,0,0,0
5416742,5.07891,0.0,0,1,0,0,0,0,0
5916742,4.96772,0.0,0,1,0,0,0,0,0
6416742,4.96934,0.0,0,1,0,0,0,0,0
6916774,4.94033,0.0,0,1,0,0,0,0,0
7416742,4.96772,0.0,0,1,0,0,0,0,0
7916742,4.96289,0.0,0,1,0,0,0,0,0
8416742,4.94839,0.0,0,1,0,0,0,0,0
8916742,4.96289,0.0,0,1,0,0,0,0,0
9416742,4.99351,0.0,0,1,0,0,0,0,0
9916742,4.96289,0.0,0,1,0,0,0,0,0
10416742,4.99995,0.0,0,1,0,0,0,0,0
10916742,5.00156,0.0,0,1,0,0,0,0,0
11416742,4.92261,0.0,0,1,0,0,0,0,0
11926772,4.9645,0.0,0,1,0,0,0,0,0
12426742,4.97417,0.0,0,1,0,0,0,0,0
12926742,4.94678,0.0,0,1,0,0,0,0,0
13426742,4.92261,0.0,0,1,0,0,0,0,0
13926742,5.01929,0.0,0,1,0,0,0,0,0
14426742,4.92261,0.0,0,1,0,0,0,0,0
14926742,4.92261,0.0,0,1,0,0,0,0,0
15426742,5.04668,0.0,0,1,0,0,0,0,0
15926742,4.98867,0.0,0,1,0,0,0,0,0
16426742,5.0064,0.0,0,1,0,0,0,0,0
16926779,4.97417,0.0,0,1,0,0,0,0,0
17426744,4.92261,0.0,0,1,0,0,0,0,0
17926742,4.99351,0.0,0,1,0,0,0,0,0
18426749,4.94194,0.0,0,1,0,0,0,0,0
18936742,4.95483,0.0,0,1,0,0,0,0,0
19436742,4.89038,0.0,0,1,0,0,0,0,0
19936742,4.96289,0.0,0,1,0,0,0,0,0
20436742,4.97417,0.0,0,1,0,0,0,0,0
20936751,4.87104,0.0,0,1,0,0,0,0,0
21436742,5.05151,0.0,0,1,0,0,0,0,0
21936780,4.96772,0.0,0,1,0,0,0,0,0
22436742,4.91294,0.0,0,1,0,0,0,0,0
22936742,5.02573,0.0,0,1,0,0,0,0,0
23436754,4.91294,0.0,0,1,0,0,0,0,0
23946747,4.96289,0.0,0,1,0,0,0,0,0
24446742,5.0064,0.0,0,1,0,0,0,0,0
24946742,4.96289,0.0,0,1,0,0,0,0,0
25446742,4.94194,0.0,0,1,0,0,0,0,0
25946742,4.99028,0.0,0,1,0,0,0,0,0
26446742,4.96289,0.0,0,1,0,0,0,0,0
26946789,4.98867,0.0,0,1,0,0,0,0,0
27456748,5.01929,0.0,0,1,0,0,0,0,0
27956742,4.94194,0.0,0,1,0,0,0,0,0
28456742,4.96289,0.0,0,1,0,0,0,0,0
28956742,5.02412,0.0,0,1,0,0,0,0,0
29456742,5.01445,0.0,0,1,0,0,0,0,0
29956746,4.97417,0.0,0,1,0,0,0,0,0
30456742,4.97256,0.0,0,1,0,0,0,0,0
30956742,5.01445,0.0,0,1,0,0,0,0,0
31456742,4.9645,0.0,0,1,0,0,0,0,0
31956780,4.89683,0.0,0,1,0,0,0,0,0
32456742,5.01445,0.0,0,1,0,0,0,0,0
32956742,4.97417,0.0,0,1,0,0,0,0,0
33456742,4.93711,0.0,0,1,0,0,0,0,0
33966748,5.01445,0.0,0,1,0,0,0,0,0
34466742,4.99995,0.0,0,1,0,0,0,0,0
34966742,4.9645,0.0,0,1,0,0,0,0,0
35466742,5.01606,0.0,0,1,0,0,0,0,0
35966742,4.91616,0.0,0,1,0,0,0,0,0
36476742,4.96772,0.0,0,1,0,0,0,0,0
36976753,5.01445,0.0,0,1,0,0,0,0,0
37476742,5.06602,0.0,0,1,0,0,0,0,0
37976742,4.96289,0.0,0,1,0,0,0,0,0
38476742,4.92261,0.0,0,1,0,0,0,0,0
38976742,5.01445,0.0,0,1,0,0,0,0,0
39476742,4.91133,0.0,0,1,0,0,0,0,0
39976742,4.96289,0.0,0,1,0,0,0,0,0
40476757,4.98867,0.0,0,1,0,0,0,0,0
40976742,4.96289,0.0,0,1,0,0,0,0,0
41476742,4.98867,0.0,0,1,0,0,0,0,0
41976792,4.96289,0.0,0,1,0,0,0,0,0
42476742,4.95483,0.0,0,1,0,0,0,0,0
42976746,4.95967,0.0,0,1,0,0,0,0,0
43476742,5.01445,0.0,0,1,0,0,0,0,0
43986742,4.91616,0.0,0,1,0,0,0,0,0
44486742,4.96289,0.0,0,1,0,0,0,0,0
44986742,4.93711,0.0,0,1,0,0,0,0,0
45486742,4.99834,0.0,0,1,0,0,0,0,0
45986742,4.96289,0.0,0,1,0,0,0,0,0
46486742,4.91616,0.0,0,1,0,0,0,0,0
46986775,5.00156,0.0,0,1,0,0,0,0,0
47486742,4.97256,0.0,0,1,0,0,0,0,0
47986742,4.91616,0.0,0,1,0,0,0,0,0
48486742,4.99351,0.0,0,1,0,0,0,0,0
48986742,4.97256,0.0,0,1,0,0,0,0,0
49486751,4.97417,0.0,0,1,0,0,0,0,0
