timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,magnetometer_timestamp_relative,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],baro_timestamp_relative,baro_alt_meter,baro_temp_celcius
3292303,-0.00335099,0.000936561,-0.000454045,4000,0,0.0604506,0.148648,-9.7647,4000,-9425,-0.227151,-0.207554,0.754391,-8311,256.184,32.76
3296303,-0.000923504,0.000608779,-0.00086111,4000,0,0.0511142,0.166417,-9.80274,4000,-3426,-0.226921,-0.207795,0.754391,-1281,255.928,32.76
3300303,0.00462267,0.000299621,-0.00289696,4000,0,0.0414522,0.158256,-9.79876,4000,-7426,-0.226921,-0.207795,0.754391,-5281,255.928,32.76
3304303,0.00803124,-0.00108546,-0.000454312,4000,0,0.0500344,0.14436,-9.74968,4000,-1425,-0.226921,-0.210048,0.757291,-9281,255.928,32.76
3308303,0.00570658,-0.00108546,-0.000232157,4000,0,0.0661327,0.122195,-9.73973,4000,-5425,-0.226921,-0.210048,0.757291,-2312,256.355,32.76
3312303,0.00165058,-0.000133777,-0.00215214,4000,0,0.0651521,0.145698,-9.74357,4000,-9425,-0.226921,-0.210048,0.757291,-6312,256.355,32.76
3316303,0.00196545,0.000936559,-0.00172765,4000,0,0.083271,0.157314,-9.74257,4000,-3426,-0.226154,-0.2086,0.757788,-10312,256.355,32.76
3320303,0.00313609,0.000935096,-2.66284e-05,4000,0,0.0704695,0.165918,-9.77509,4000,-7426,-0.226154,-0.2086,0.757788,-14312,256.355,32.76
3324303,0.00441462,0.00136225,-0.00118969,4000,0,0.057146,0.152645,-9.79727,4000,-1425,-0.224313,-0.208841,0.757291,-18312,256.355,32.76
3328353,0.0027032,0.00199579,-0.00204718,4050,0,0.0713932,0.132742,-9.78504,4050,-5475,-0.224313,-0.208841,0.757291,-362,255.501,32.76
3332303,-0.00220604,0.000726411,-0.00108561,3950,0,0.06662,0.134346,-9.77179,3950,-9425,-0.224313,-0.208841,0.757291,-4312,255.501,32.76
