timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
5790797,4.70991,0.0,0,1,0,0,0,0,0
6290797,4.69702,0.0,0,1,0,0,0,0,0
6790797,4.70991,0.0,0,1,0,0,0,0,0
7290797,4.74697,0.0,0,1,0,0,0,0,0
7800821,4.74053,0.0,0,1,0,0,0,0,0
8300797,4.70186,0.0,0,1,0,0,0,0,0
8800807,4.68413,0.0,0,1,0,0,0,0,0
9300797,4.64062,0.0,0,1,0,0,0,0,0
9800797,4.65996,0.0,0,1,0,0,0,0,0
10300797,4.66479,0.0,0,1,0,0,0,0,0
10800797,4.69058,0.0,0,1,0,0,0,0,0
11300798,4.70991,0.0,0,1,0,0,0,0,0
11800797,4.62935,0.0,0,1,0,0,0,0,0
12300797,4.70186,0.0,0,1,0,0,0,0,0
12800797,4.71152,0.0,0,1,0,0,0,0,0
13300797,4.68896,0.0,0,1,0,0,0,0,0
13800815,4.71636,0.0,0,1,0,0,0,0,0
14300797,4.7228,0.0,0,1,0,0,0,0,0
14800798,4.69702,0.0,0,1,0,0,0,0,0
15300797,4.67124,0.0,0,1,0,0,0,0,0
15800812,4.7373,0.0,0,1,0,0,0,0,0
16310797,4.68413,0.0,0,1,0,0,0,0,0
16810797,4.7228,0.0,0,1,0,0,0,0,0
17310806,4.73569,0.0,0,1,0,0,0,0,0
