timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
5796751,4.74858,0.0,0,1,0,0,0,0,0
6306751,4.76147,0.0,0,1,0,0,0,0,0
6806751,4.7937,0.0,0,1,0,0,0,0,0
7306786,4.76147,0.0,0,1,0,0,0,0,0
7806751,4.78726,0.0,0,1,0,0,0,0,0
8306751,4.78081,0.0,0,1,0,0,0,0,0
8806766,4.79531,0.0,0,1,0,0,0,0,0
9316751,4.78564,0.0,0,1,0,0,0,0,0
9816751,4.76631,0.0,0,1,0,0,0,0,0
10316751,4.77114,0.0,0,1,0,0,0,0,0
10816794,4.78403,0.0,0,1,0,0,0,0,0
11316751,4.75986,0.0,0,1,0,0,0,0,0
11816751,4.75825,0.0,0,1,0,0,0,0,0
12316751,4.76631,0.0,0,1,0,0,0,0,0
12816751,4.77436,0.0,0,1,0,0,0,0,0
13316751,4.74858,0.0,0,1,0,0,0,0,0
13816770,4.79531,0.0,0,1,0,0,0,0,0
14316751,4.79531,0.0,0,1,0,0,0,0,0
14826759,4.76147,0.0,0,1,0,0,0,0,0
15326751,4.79853,0.0,0,1,0,0,0,0,0
15826751,4.77114,0.0,0,1,0,0,0,0,0
16326751,4.77436,0.0,0,1,0,0,0,0,0
16826751,4.78242,0.0,0,1,0,0,0,0,0
17326787,4.79853,0.0,0,1,0,0,0,0,0
17826751,4.76147,0.0,0,1,0,0,0,0,0
18336751,4.76147,0.0,0,1,0,0,0,0,0
18836782,4.82109,0.0,0,1,0,0,0,0,0
19336751,4.74214,0.0,0,1,0,0,0,0,0
19836751,4.74214,0.0,0,1,0,0,0,0,0
20336751,4.78081,0.0,0,1,0,0,0,0,0
20836765,4.7937,0.0,0,1,0,0,0,0,0
21336758,4.79531,0.0,0,1,0,0,0,0,0
21846751,4.7937,0.0,0,1,0,0,0,0,0
22346769,4.78726,0.0,0,1,0,0,0,0,0
22846751,4.76147,0.0,0,1,0,0,0,0,0
23346751,4.78726,0.0,0,1,0,0,0,0,0
23846751,4.77436,0.0,0,1,0,0,0,0,0
24346751,4.77436,0.0,0,1,0,0,0,0,0
24846751,4.79531,0.0,0,1,0,0,0,0,0
25346751,4.7937,0.0,0,1,0,0,0,0,0
25846751,4.73569,0.0,0,1,0,0,0,0,0
26346751,4.76147,0.0,0,1,0,0,0,0,0
26846751,4.77436,0.0,0,1,0,0,0,0,0
