timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
5506140,1000.0,1,0,0,0
56714013,1001.0,1,0,0,0
88802283,1002.0,1,0,0,0
93586010,1003.0,1,0,0,0
93853019,1004.0,1,0,0,0
94080055,1005.0,1,0,0,0
94328007,1006.0,1,0,0,0
94643007,1007.0,1,0,0,0
95959100,1008.0,1,0,0,0
96148007,1009.0,1,0,0,0
96295596,1010.0,1,0,0,0
96398007,1011.0,1,0,0,0
96522019,1012.0,1,0,0,0
96625047,1013.0,1,0,0,0
96751967,1014.0,1,0,0,0
96875124,1015.0,1,0,0,0
97020166,1016.0,1,0,0,0
97226007,1017.0,1,0,0,0
97453023,1018.0,1,0,0,0
97576032,1019.0,1,0,0,0
97677272,1020.0,1,0,0,0
97760356,1021.0,1,0,0,0
97821007,1022.0,1,0,0,0
97883007,1023.0,1,0,0,0
97944066,1024.0,1,0,0,0
98006007,1025.0,1,0,0,0
98067007,1026.0,1,0,0,0
98130842,1027.0,1,0,0,0
98192011,1028.0,1,0,0,0
98277689,1029.0,1,0,0,0
98339007,1030.0,1,0,0,0
98403013,1031.0,1,0,0,0
98487007,1032.0,1,0,0,0
98550188,1033.0,1,0,0,0
98613570,1034.0,1,0,0,0
98696018,1035.0,1,0,0,0
98779563,1036.0,1,0,0,0
98861045,1037.0,1,0,0,0
98944019,1038.0,1,0,0,0
99045042,1039.0,1,0,0,0
99148032,1040.0,1,0,0,0
99249007,1041.0,1,0,0,0
99371156,1042.0,1,0,0,0
99493007,1043.0,1,0,0,0
99616007,1044.0,1,0,0,0
99718022,1045.0,1,0,0,0
99840019,1046.0,1,0,0,0
99943007,1047.0,1,0,0,0
100045007,1048.0,1,0,0,0
100147007,1049.0,1,0,0,0
100250007,1050.0,1,0,0,0
100351007,1051.0,1,0,0,0
100456007,1052.0,1,0,0,0
100541011,1053.0,1,0,0,0
100645011,1054.0,1,0,0,0
100749007,1055.0,1,0,0,0
100852007,1056.0,1,0,0,0
100955516,1057.0,1,0,0,0
101057007,1058.0,1,0,0,0
101160046,1059.0,1,0,0,0
101263020,1060.0,1,0,0,0
101365019,1061.0,1,0,0,0
101489018,1062.0,1,0,0,0
101591010,1063.0,1,0,0,0
101672333,1064.0,1,0,0,0
101776049,1065.0,1,0,0,0
101857603,1066.0,1,0,0,0
101940018,1067.0,1,0,0,0
102024010,1068.0,1,0,0,0
