timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1]
11869181,0.0,0.0,0.0,0.0036009,0.00209536,0.034021,0.0,0.0,0.0,0.0322664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266706,0.266701,4.12674,0.0,0.0,0.0,0.0916168,0.0,0.0,0.0,0.0,0.0,0.0286045,0.0199718,0.0309027,0.0,0.0,0.0,0.0
12071520,0.0,0.0,0.0,0.00171977,0.000279102,-0.15389,0.0,0.0,0.0,-0.00169468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265695,0.26569,4.12497,0.0,0.0,0.0,0.101248,0.0,0.0,0.0,0.0,0.0,0.0260445,0.0190043,0.0328771,0.0,0.0,0.0,0.0
12271541,0.0,0.0,0.0,0.000613341,-0.00101789,0.0110487,0.0,0.0,0.0,0.00414968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264735,0.26473,4.12359,0.0,0.0,0.0,0.0956313,0.0,0.0,0.0,0.0,0.0,0.00972594,0.00984671,0.0175797,0.0,0.0,0.0,0.0
12471534,0.0,0.0,0.0,-0.000306023,-0.00142887,-0.336416,0.0,0.0,0.0,0.00579929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264082,0.264074,4.12014,0.0,0.0,0.0,0.093765,0.0,0.0,0.0,0.0,0.0,0.0019991,0.0116838,0.0207317,0.0,0.0,0.0,0.0
12677210,0.0,0.0,0.0,-0.000975051,-0.00137096,0.080412,0.0,0.0,0.0,0.0176222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264829,0.264816,4.11852,0.0,0.0,0.0,0.0928388,0.0,0.0,0.0,0.0,0.0,0.00631559,0.0111287,0.0194905,0.0,0.0,0.0,0.0
12877190,0.0,0.0,0.0,-0.000902037,-2.38574e-05,0.0971021,0.0,0.0,0.0,0.00284743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266488,0.26647,4.11834,0.0,0.0,0.0,0.0922889,0.0,0.0,0.0,0.0,0.0,0.00689947,0.00732494,0.0110166,0.0,0.0,0.0,0.0
13081125,0.0,0.0,0.0,-0.00077073,0.000273222,0.269303,0.0,0.0,0.0,0.0174949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268146,0.268127,4.11735,0.0,0.0,0.0,0.0919314,0.0,0.0,0.0,0.0,0.0,0.00462765,0.0059192,0.00769593,0.0,0.0,0.0,0.0
13285168,0.0,0.0,0.0,0.000823699,0.000957248,0.0247498,0.0,0.0,0.0,0.0284889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268967,0.26895,4.11611,0.0,0.0,0.0,0.0916847,0.0,0.0,0.0,0.0,0.0,0.00384649,0.00865633,0.0150404,0.0,0.0,0.0,0.0
13486863,0.0,0.0,0.0,0.00146678,0.00171733,0.0519283,0.0,0.0,0.0,0.0295944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269041,0.269028,4.1144,0.0,0.0,0.0,0.0914861,0.0,0.0,0.0,0.0,0.0,0.00489077,0.0054975,0.0116624,0.0,0.0,0.0,0.0
13691532,0.0,0.0,0.0,0.00135056,0.00270166,0.0389124,0.0,0.0,0.0,0.028975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268625,0.268614,4.11289,0.0,0.0,0.0,0.0913611,0.0,0.0,0.0,0.0,0.0,0.00606468,0.00368819,0.00814197,0.0,0.0,0.0,0.0
