timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
5269454,1000.0,1,0,0,0
42140010,1001.0,1,0,0,0
51645007,1000.0,1,0,0,0
53238007,1001.0,1,0,0,0
66421667,1000.0,1,0,0,0
67254018,1001.0,1,0,0,0
83160013,1000.0,1,0,0,0
83840210,1001.0,1,0,0,0
84500018,1000.0,1,0,0,0
121639007,1001.0,1,0,0,0
125119007,1000.0,1,0,0,0
213834007,1001.0,1,0,0,0
222956014,1002.0,1,0,0,0
224025326,1001.0,1,0,0,0
246725329,1002.0,1,0,0,0
251992007,1003.0,1,0,0,0
252220014,1004.0,1,0,0,0
252386416,1005.0,1,0,0,0
252530009,1006.0,1,0,0,0
252655040,1007.0,1,0,0,0
252799057,1008.0,1,0,0,0
252922007,1009.0,1,0,0,0
253046007,1010.0,1,0,0,0
253169011,1011.0,1,0,0,0
253291048,1012.0,1,0,0,0
253414019,1013.0,1,0,0,0
253559007,1014.0,1,0,0,0
253704914,1015.0,1,0,0,0
253890007,1016.0,1,0,0,0
254080613,1017.0,1,0,0,0
254285007,1018.0,1,0,0,0
254533019,1019.0,1,0,0,0
254782017,1020.0,1,0,0,0
255048269,1021.0,1,0,0,0
255272007,1022.0,1,0,0,0
255539012,1023.0,1,0,0,0
255806393,1024.0,1,0,0,0
256055047,1025.0,1,0,0,0
256346760,1026.0,1,0,0,0
256655018,1027.0,1,0,0,0
256983009,1028.0,1,0,0,0
257250021,1029.0,1,0,0,0
257455017,1030.0,1,0,0,0
257638010,1031.0,1,0,0,0
257803022,1032.0,1,0,0,0
257970007,1033.0,1,0,0,0
258136007,1034.0,1,0,0,0
258345313,1035.0,1,0,0,0
258550022,1036.0,1,0,0,0
258776010,1037.0,1,0,0,0
259003078,1038.0,1,0,0,0
259210007,1039.0,1,0,0,0
259417007,1040.0,1,0,0,0
259628589,1041.0,1,0,0,0
259834145,1042.0,1,0,0,0
260018903,1043.0,1,0,0,0
260207018,1044.0,1,0,0,0
260372040,1045.0,1,0,0,0
260537007,1046.0,1,0,0,0
260700755,1047.0,1,0,0,0
260863009,1048.0,1,0,0,0
261026007,1049.0,1,0,0,0
261212007,1050.0,1,0,0,0
261397925,1051.0,1,0,0,0
261565909,1052.0,1,0,0,0
261754007,1053.0,1,0,0,0
261961007,1054.0,1,0,0,0
262124060,1055.0,1,0,0,0
262246031,1056.0,1,0,0,0
262369011,1057.0,1,0,0,0
262471015,1058.0,1,0,0,0
262553007,1059.0,1,0,0,0
262635018,1060.0,1,0,0,0
262716007,1061.0,1,0,0,0
262798012,1062.0,1,0,0,0
262880055,1063.0,1,0,0,0
262961050,1064.0,1,0,0,0
263043019,1065.0,1,0,0,0
263104423,1066.0,1,0,0,0
263187023,1067.0,1,0,0,0
263269018,1068.0,1,0,0,0
263332007,1069.0,1,0,0,0
263415063,1070.0,1,0,0,0
263497906,1071.0,1,0,0,0
263578007,1072.0,1,0,0,0
263662007,1073.0,1,0,0,0
263746018,1074.0,1,0,0,0
263830007,1075.0,1,0,0,0
263915010,1076.0,1,0,0,0
264018007,1077.0,1,0,0,0
264100032,1078.0,1,0,0,0
264183350,1079.0,1,0,0,0
