timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1]
11133331,0.0,0.0,0.0,-0.941881,2.09849,4.43711,0.0,0.0,0.0,-0.0889966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266172,0.266406,4.13199,0.0,0.0,0.0,0.142565,0.0,0.0,0.0,0.0,0.0,0.705915,2.15099,2.82671,0.0,0.0,0.0,0.0
11337454,0.0,0.0,0.0,-0.822816,2.08579,3.84236,0.0,0.0,0.0,-0.0557263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265847,0.265882,4.12706,0.0,0.0,0.0,0.10301,0.0,0.0,0.0,0.0,0.0,0.688104,3.04633,3.17712,0.0,0.0,0.0,0.0
11541340,0.0,0.0,0.0,-0.892652,2.01401,4.09587,0.0,0.0,0.0,-0.0443399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264879,0.264831,4.12131,0.0,0.0,0.0,0.0955821,0.0,0.0,0.0,0.0,0.0,0.344246,3.22172,3.35924,0.0,0.0,0.0,0.0
11745337,0.0,0.0,0.0,-1.10288,1.94797,3.83435,0.0,0.0,0.0,-0.0137365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264433,0.264426,4.11789,0.0,0.0,0.0,0.0936629,0.0,0.0,0.0,0.0,0.0,0.108107,2.63053,3.24172,0.0,0.0,0.0,0.0
11945496,0.0,0.0,0.0,-1.26531,1.82253,4.07306,0.0,0.0,0.0,0.122199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263597,0.263765,4.11317,0.0,0.0,0.0,0.0940065,0.0,0.0,0.0,0.0,0.0,0.100242,2.05026,2.89179,0.0,0.0,0.0,0.0
12149295,0.0,0.0,0.0,-1.55928,1.69885,3.26834,0.0,0.0,0.0,0.138369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262953,0.263843,4.10952,0.0,0.0,0.0,0.0930454,0.0,0.0,0.0,0.0,0.0,0.182831,1.47904,2.43782,0.0,0.0,0.0,0.0
12354944,0.0,0.0,0.0,-1.98334,1.58905,3.17049,0.0,0.0,0.0,0.161305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263193,0.26496,4.1089,0.0,0.0,0.0,0.0914896,0.0,0.0,0.0,0.0,0.0,0.239065,1.06242,1.96237,0.0,0.0,0.0,0.0
12554897,0.0,0.0,0.0,-2.3153,1.39184,2.46047,0.0,0.0,0.0,0.133054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263399,0.265639,4.10769,0.0,0.0,0.0,0.0911677,0.0,0.0,0.0,0.0,0.0,0.317806,0.908131,1.471,0.0,0.0,0.0,0.0
12758948,0.0,0.0,0.0,-2.53377,1.23051,1.8332,0.0,0.0,0.0,0.165226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263893,0.266337,4.10841,0.0,0.0,0.0,0.0908865,0.0,0.0,0.0,0.0,0.0,0.340976,0.980624,1.12069,0.0,0.0,0.0,0.0
12959830,0.0,0.0,0.0,-2.63363,1.0762,1.03801,0.0,0.0,0.0,0.211991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264533,0.266989,4.11015,0.0,0.0,0.0,0.0907218,0.0,0.0,0.0,0.0,0.0,0.327024,1.01439,0.968153,0.0,0.0,0.0,0.0
13159686,0.0,0.0,0.0,-2.59021,0.882295,-0.199043,0.0,0.0,0.0,0.249494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265069,0.267362,4.11154,0.0,0.0,0.0,0.0906435,0.0,0.0,0.0,0.0,0.0,0.309189,1.09264,0.973694,0.0,0.0,0.0,0.0
13365335,0.0,0.0,0.0,-2.34285,0.593115,-1.4989,0.0,0.0,0.0,0.227936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264874,0.266772,4.11032,0.0,0.0,0.0,0.0906064,0.0,0.0,0.0,0.0,0.0,0.276484,1.1375,1.14667,0.0,0.0,0.0,0.0
13569304,0.0,0.0,0.0,-2.1856,0.347012,-2.56953,0.0,0.0,0.0,0.230992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265199,0.266932,4.11251,0.0,0.0,0.0,0.0907136,0.0,0.0,0.0,0.0,0.0,0.29618,0.785661,1.37373,0.0,0.0,0.0,0.0
13769514,0.0,0.0,0.0,-2.13359,0.0601742,-2.80991,0.0,0.0,0.0,0.193079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265065,0.266721,4.1152,0.0,0.0,0.0,0.0906649,0.0,0.0,0.0,0.0,0.0,0.216464,0.776083,1.74427,0.0,0.0,0.0,0.0
13973312,0.0,0.0,0.0,-1.97108,-0.0491108,-3.50981,0.0,0.0,0.0,0.13344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263822,0.265109,4.11366,0.0,0.0,0.0,0.0909773,0.0,0.0,0.0,0.0,0.0,0.174643,1.19691,2.13932,0.0,0.0,0.0,0.0
14177282,0.0,0.0,0.0,-1.94567,-0.0691597,-3.84472,0.0,0.0,0.0,0.240822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263493,0.264594,4.11674,0.0,0.0,0.0,0.0907606,0.0,0.0,0.0,0.0,0.0,0.132206,1.56164,2.4029,0.0,0.0,0.0,0.0
14377314,0.0,0.0,0.0,-1.96449,-0.125024,-4.19167,0.0,0.0,0.0,0.308704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262712,0.26366,4.11643,0.0,0.0,0.0,0.0907638,0.0,0.0,0.0,0.0,0.0,0.113514,1.63377,2.63534,0.0,0.0,0.0,0.0
14577342,0.0,0.0,0.0,-2.13983,-0.129062,-3.90796,0.0,0.0,0.0,0.0760052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262503,0.263443,4.11849,0.0,0.0,0.0,0.0908004,0.0,0.0,0.0,0.0,0.0,0.091807,1.75616,2.62202,0.0,0.0,0.0,0.0
14783027,0.0,0.0,0.0,-2.03158,-0.179139,-3.77419,0.0,0.0,0.0,0.103436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262314,0.263203,4.11752,0.0,0.0,0.0,0.0907957,0.0,0.0,0.0,0.0,0.0,0.0930478,1.78697,2.58682,0.0,0.0,0.0,0.0
14987093,0.0,0.0,0.0,-2.08904,-0.164832,-3.51335,0.0,0.0,0.0,0.0958486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262348,0.263239,4.11811,0.0,0.0,0.0,0.0908812,0.0,0.0,0.0,0.0,0.0,0.109923,1.67633,2.43931,0.0,0.0,0.0,0.0
15186970,0.0,0.0,0.0,-2.20312,-0.0216797,-3.4689,0.0,0.0,0.0,0.129572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262004,0.262948,4.11805,0.0,0.0,0.0,0.0908307,0.0,0.0,0.0,0.0,0.0,0.0995505,1.51474,2.15173,0.0,0.0,0.0,0.0
15390976,0.0,0.0,0.0,-2.29502,0.0722428,-3.39647,0.0,0.0,0.0,0.0487983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262192,0.263352,4.11853,0.0,0.0,0.0,0.0908126,0.0,0.0,0.0,0.0,0.0,0.0973746,1.29012,1.87761,0.0,0.0,0.0,0.0
