timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s
0,0.0306617,0.0362506
0,0.0332658,0.029743
0,0.0437892,0.0314921
0,0.0559316,0.0308894
0,0.0630788,0.0332775
0,0.0827342,0.031483
0,0.0547195,0.0458395
0,0.0617342,0.0440768
0,0.0356656,0.0471417
0,0.0357391,0.0432057
0,0.0603019,0.0373735
0,0.0793969,0.0403531
0,0.0484593,0.0383512
0,0.074071,0.0377565
0,0.0571445,0.0369816
0,0.0332319,0.0308208
0,0.0602824,0.0314588
0,0.0870544,0.0341701
0,0.0478017,0.0378791
0,0.0474157,0.0382033
0,0.0443738,0.0378817
0,0.0677458,0.0288929
0,0.0509141,0.028749
0,0.0645127,0.0242342
0,0.0406584,0.0254261
0,0.0506626,0.0272477
0,0.0761559,0.0283106
0,0.0734194,0.0344763
0,0.0651258,0.0387914
0,0.0568578,0.0367676
0,0.0805932,0.0376139
0,0.0714228,0.03346
0,0.0365091,0.0352258
0,0.0504865,0.034073
0,0.0509077,0.0334066
0,0.0642507,0.0290233
0,0.0537192,0.0316053
0,0.0662227,0.0352206
0,0.0566805,0.0340017
0,0.0815904,0.0329069
0,0.0637721,0.0285498
0,0.0386433,0.0347087
0,0.0417221,0.0311547
0,0.0732565,0.0323653
0,0.0356436,0.0313997
0,0.0493262,0.0322401
0,0.0481828,0.0324597
0,0.0855523,0.0347188
0,0.0554411,0.0340882
0,0.0529969,0.0355757
0,0.0850705,0.0286588
0,0.0655246,0.0404675
0,0.0930543,0.0396799
0,0.0491941,0.036194
0,0.0402331,0.0319107
0,0.015536,0.0296597
0,0.0466015,0.0290066
0,0.0567454,0.0325965
0,0.0487624,0.0311191
0,0.0659145,0.0289344
0,0.0344603,0.0293985
0,0.0274652,0.0317633
0,0.0408292,0.0291876
0,0.0601232,0.0326562
0,0.0470892,0.0349061
0,0.0393866,0.0321927
0,0.0223441,0.0311053
0,0.0610567,0.0313007
0,0.051284,0.0298678
0,0.0723832,0.0289209
0,0.0364966,0.0297927
0,0.0481519,0.0291066
0,0.0482577,0.0309358
0,0.0505771,0.0300128
0,0.0671867,0.0317148
0,0.0480024,0.0307034
0,0.028179,0.0306242
0,0.0481926,0.0324757
0,0.0494688,0.0326484
0,0.0731032,0.0301566
0,0.050989,0.0296453
0,0.0306838,0.0296141
0,0.0466641,0.0278963
0,0.0495889,0.0298185
0,0.0490351,0.0299974
0,0.0459066,0.0304868
0,0.0365904,0.0295573
0,0.0624659,0.0292043
0,0.0503294,0.031424
0,0.0340659,0.0284797
0,0.0435823,0.0295816
0,0.0181058,0.0301155
0,0.0267213,0.0314954
0,0.0417148,0.0315862
0,0.0229041,0.0303768
0,0.0615254,0.0297416
0,0.0775874,0.0279651
0,0.067175,0.0304975
0,0.0183243,0.0308528
0,0.044839,0.0293009
0,0.0265089,0.0319131
0,0.0478636,0.0289761
0,0.0400283,0.0319279
0,0.016124,0.0314359
0,0.0272405,0.0288096
0,0.0436801,0.0261271
0,0.0303213,0.0280743
0,0.0225261,0.0285033
0,0.018735,0.028349
0,0.0258209,0.03017
0,0.0242309,0.0276243
0,0.039234,0.0254134
0,0.00705863,0.0298858
0,0.0209167,0.0295364
0,0.0447748,0.0311431
0,0.0475382,0.0279061
0,0.03336,0.0305052
0,0.0301977,0.0273547
0,0.0573948,0.0286719
0,0.0339931,0.0289711
0,0.02982,0.0263408
0,0.0290939,0.0264229
0,0.0280031,0.0271346
0,0.0376241,0.0280678
0,0.0158863,0.0299886
0,0.0347002,0.0245578
0,0.0444559,0.025506
0,0.0688697,0.0283176
0,0.0616916,0.0280001
0,0.0270075,0.0290314
0,0.0446823,0.0274238
0,0.0516649,0.0296663
0,0.0371891,0.0279419
0,0.0364284,0.0268253
0,0.048278,0.0299348
0,0.046462,0.0310576
0,0.0349249,0.029251
0,0.0396548,0.0316199
0,0.0475497,0.028624
0,0.0214725,0.028626
0,0.0305668,0.0301571
0,0.0326299,0.0301607
0,0.0428706,0.0267097
0,0.0438369,0.0251989
0,0.0449655,0.0271697
0,0.0380164,0.0301405
0,0.015393,0.0285053
0,0.0394801,0.0268359
0,0.0441627,0.0292068
0,0.0457095,0.0291411
0,0.0228842,0.0279144
0,0.0408649,0.0272645
0,0.0336484,0.025441
0,0.039208,0.0293848
0,0.0304814,0.0233324
0,0.0441944,0.0254942
0,0.0295122,0.0253091
0,0.0211542,0.024981
0,0.0366125,0.0275704
0,0.0383702,0.0266218
0,0.0413241,0.0249668
0,0.0335884,0.0244696
0,0.0338635,0.0250401
0,0.0303217,0.0265253
0,0.0567439,0.0248537
0,0.0301989,0.0255312
0,0.0379594,0.0263387
0,0.0294479,0.0272802
0,0.047518,0.0266419
0,0.0420482,0.0294558
0,0.0305707,0.0255061
0,0.0342805,0.0259313
0,0.0219903,0.0258253
0,0.0459111,0.0296795
0,0.0221262,0.026567
0,0.0321573,0.0272011
0,0.0336042,0.0256066
0,0.040028,0.0274462
0,0.0304281,0.0270756
0,0.040783,0.0270399
0,0.040059,0.0263094
0,0.0443992,0.0275494
0,0.0253432,0.0247273
0,0.0302278,0.0279754
0,0.0217351,0.026988
0,0.0470678,0.0257433
0,0.0259301,0.0281756
0,0.0573252,0.0269447
0,0.0401141,0.0281544
0,0.0473061,0.0271248
0,0.068215,0.0290848
0,0.0262778,0.0275241
0,0.0250311,0.0259192
0,0.0467849,0.0261831
0,0.0292315,0.0256417
0,0.0319899,0.0280081
0,0.0282746,0.0314212
0,0.0390643,0.0253832
0,0.0313741,0.0236617
0,0.0520179,0.0273034
0,0.0301412,0.0263725
0,0.0382829,0.0236395
0,0.0316534,0.0273745
0,0.0453628,0.0240585
0,0.0408463,0.025595
0,0.030846,0.0257536
0,0.040685,0.0265301
0,0.0264719,0.0248234
0,0.03377,0.0245647
0,0.0357262,0.0228594
0,0.0410928,0.0252586
0,0.0263649,0.0231686
0,0.0212807,0.0253713
0,0.0295506,0.0263206
0,0.037534,0.0269545
0,0.0345303,0.0233618
0,0.0384744,0.0259246
0,0.040582,0.0236475
0,0.0332638,0.0231224
0,0.0290274,0.0264856
0,0.0186679,0.0258855
0,0.0398635,0.0258466
0,0.0316836,0.0244058
0,0.0234239,0.0253383
0,0.0293618,0.0262693
0,0.013045,0.0253638
0,0.0315394,0.024267
0,0.0306661,0.0268365
0,0.0319611,0.024892
0,0.0412672,0.025031
0,0.05918,0.0263729
0,0.026327,0.0267411
0,0.0363433,0.027663
0,0.0471029,0.0257124
0,0.0362829,0.025482
0,0.0521587,0.0269647
0,0.0416226,0.026828
0,0.0435927,0.0243024
0,0.037627,0.0242166
0,0.0339512,0.025728
0,0.044324,0.0245871
0,0.0341982,0.0263459
0,0.0408749,0.0244657
0,0.0342799,0.0251255
0,0.055496,0.0235305
0,0.0341352,0.0248466
0,0.049464,0.0255546
0,0.0478651,0.0237165
0,0.0448427,0.0233054
0,0.0380511,0.0253614
0,0.0356877,0.0254879
0,0.0347744,0.0253905
0,0.0281272,0.0227509
0,0.0255281,0.0235756
0,0.0359338,0.0210102
0,0.0343384,0.0230592
0,0.0328942,0.0273263
0,0.0482063,0.0248897
0,0.0295793,0.0231844
0,0.0369383,0.023712
0,0.0405177,0.0237439
0,0.0420213,0.0233652
0,0.0348874,0.0258664
0,0.0411157,0.0249617
0,0.0263103,0.0250154
0,0.0336269,0.0399484
0,0.0527928,0.0369152
0,0.0596442,0.0318518
0,0.0329138,0.0220546
0,0.0464218,0.0268129
0,0.0583819,0.0241631
0,0.0323306,0.0278387
0,0.0554172,0.0271673
0,0.056509,0.0326817
0,0.0294811,0.0309796
0,0.0269237,0.0263179
0,0.0309147,0.031974
0,0.0275205,0.0294884
0,0.0480139,0.0303538
0,0.0192067,0.031146
0,0.0633928,0.027666
0,0.0474698,0.0253643
0,0.0383381,0.0238899
0,0.04728,0.0245869
0,0.0304605,0.0220943
0,0.0247553,0.0223206
0,0.0309671,0.025471
0,0.0532347,0.0214914
0,0.0440622,0.022747
0,0.0340808,0.0235686
0,0.0456078,0.0238061
0,0.0190166,0.0302802
0,0.0470145,0.0306121
0,0.0560828,0.0314916
0,0.0236847,0.0254464
0,0.030863,0.0239553
0,0.032279,0.0216352
0,0.0342916,0.0262405
0,0.0358804,0.025274
0,0.0174827,0.0250505
0,0.0439211,0.024477
0,0.0181937,0.0231548
0,0.0274001,0.0228958
0,0.036107,0.0230151
0,0.0351305,0.0242259
0,0.0691931,0.0226649
0,0.052194,0.0223125
0,0.0269558,0.0219648
0,0.0409959,0.0236662
0,0.0408607,0.0238918
0,0.0436206,0.0238746
0,0.0635845,0.0232412
0,0.0543199,0.0252947
0,0.0452868,0.0250063
0,0.0736079,0.0243918
0,0.0430623,0.0224206
0,0.0571454,0.0256194
0,0.0779211,0.0264436
0,0.0255615,0.0237533
0,0.075719,0.0247531
0,0.0536346,0.0224743
0,0.0536696,0.0237837
0,0.0133807,0.0209237
0,0.0486745,0.0245104
0,0.057936,0.0222456
0,0.0280139,0.0227175
0,0.0551305,0.0216586
0,0.0314896,0.0216037
0,0.0351725,0.023009
0,0.0442446,0.0243722
0,0.0463814,0.022241
0,0.0328489,0.0209461
0,0.0295115,0.0221347
0,0.0356864,0.0238003
0,0.0646317,0.0253513
0,0.0545714,0.0243475
0,0.0477827,0.024497
0,0.0333411,0.019438
0,0.0211122,0.0219166
0,0.0391526,0.0253003
0,0.0433947,0.0201138
0,0.0386778,0.0242733
0,0.0515205,0.0214328
0,0.0517772,0.022081
0,0.0299852,0.0234624
0,0.0424754,0.0237586
0,0.0573328,0.0198857
0,0.0361833,0.0206375
0,0.0374524,0.0220169
0,0.0401187,0.0244003
0,0.0269891,0.0217405
0,0.0573335,0.0201731
0,0.0491506,0.0230249
0,0.0479164,0.0241451
0,0.0517333,0.0230197
0,0.0497109,0.0225157
0,0.040342,0.0235885
0,0.0472084,0.025064
0,0.0322157,0.0214713
0,0.0402749,0.0231878
0,0.06289,0.0196661
0,0.0557628,0.0198864
0,0.0312304,0.0216876
0,0.0394633,0.0243043
0,0.0623865,0.0222439
0,0.0743111,0.0222986
0,0.0412427,0.0210408
0,0.0360914,0.0179106
0,0.0516016,0.0188196
0,0.0370598,0.0205413
0,0.034576,0.0229767
0,0.0482202,0.0220492
0,0.0670324,0.0218676
0,0.0552395,0.0211588
0,0.0503184,0.0200868
0,0.0649573,0.0209656
0,0.0321717,0.0201896
0,0.050674,0.0210895
0,0.0471079,0.0208786
0,0.0441465,0.0220634
0,0.073382,0.0250089
0,0.0439304,0.0221153
0,0.0426377,0.022191
0,0.0605226,0.0196711
0,0.041505,0.0229253
0,0.048917,0.0197451
0,0.0360656,0.0224634
0,0.0456663,0.0213993
0,0.0420616,0.0207493
0,0.0455615,0.020347
0,0.0202081,0.020611
0,0.02753,0.0215089
0,0.0350847,0.0212892
0,0.0429126,0.0226
0,0.0356608,0.0198169
0,0.0548695,0.0210467
0,0.0626951,0.0192784
0,0.0477596,0.0208931
0,0.0502413,0.0219955
0,0.02122,0.0193439
0,0.031494,0.0203287
0,0.0348509,0.0196651
0,0.0634071,0.0219068
0,0.034431,0.019863
0,0.024194,0.0214089
0,0.0648536,0.0209359
