timestamp,load,ram_usage
5358074,0.351803,0.836659
6359211,0.297193,0.843647
7360487,0.320076,0.844185
8361195,0.318645,0.842572
9362266,0.325875,0.842102
10362990,0.33353,0.828731
11364018,0.396981,0.831015
12365837,0.389379,0.831015
13366083,0.402719,0.832628
14366990,0.390963,0.832628
15366990,0.388152,0.831015
16368058,0.39387,0.830411
17369030,0.399643,0.832628
18369990,0.395614,0.831015
19370990,0.391603,0.831015
20372617,0.393898,0.832628
21371990,0.401994,0.832628
22372990,0.392619,0.831015
23372990,0.391452,0.830411
24375036,0.399246,0.832628
25376019,0.392811,0.832628
26377003,0.391354,0.831015
27377990,0.390566,0.830411
28378058,0.403055,0.832628
29378613,0.394588,0.831015
30380012,0.392259,0.831015
31380055,0.402607,0.832628
32380088,0.395094,0.832628
33381359,0.391468,0.831015
34381990,0.394929,0.830411
35383221,0.398205,0.832628
36384968,0.388846,0.831015
37385990,0.393156,0.831015
38386990,0.397981,0.832628
39388058,0.393682,0.832628
40388125,0.395061,0.831015
41389005,0.392215,0.830411
42389672,0.401285,0.832628
43388990,0.390432,0.831015
44390404,0.389337,0.831015
45393709,0.40352,0.832628
46393990,0.396694,0.832628
47395678,0.390691,0.831015
48395628,0.394119,0.830411
49396500,0.401289,0.832628
50396085,0.394327,0.832628
51397083,0.387017,0.831015
52397604,0.393709,0.832628
53397153,0.398109,0.832628
54398989,0.394057,0.831015
55399152,0.396938,0.830411
56399157,0.402374,0.832628
57398990,0.392481,0.832628
58400136,0.394002,0.831015
59400990,0.388392,0.830411
60402447,0.403644,0.832628
61403059,0.391682,0.831015
62403990,0.390727,0.831015
63405058,0.403673,0.832628
64405990,0.388807,0.832628
65408385,0.392363,0.831015
66409532,0.391953,0.830411
67411819,0.395437,0.832628
68412153,0.39038,0.831015
69413167,0.388354,0.831015
70414058,0.403508,0.832628
71415037,0.391809,0.832628
72416051,0.389647,0.831015
73416990,0.396374,0.830411
74417336,0.403436,0.832628
75419345,0.385743,0.831015
76421810,0.394258,0.831015
77423701,0.399086,0.832628
78426227,0.392004,0.832628
79427020,0.392129,0.831015
80426990,0.393398,0.830411
81428785,0.401851,0.832628
82430044,0.390402,0.832628
83431553,0.391041,0.831015
84432061,0.396735,0.832628
85432990,0.397548,0.832628
86433990,0.394189,0.831015
87434990,0.394445,0.830411
88436044,0.400622,0.832628
89437051,0.389657,0.832628
90437990,0.392583,0.831015
91437990,0.388622,0.830411
92440507,0.405868,0.832628
93442117,0.389816,0.831015
94442990,0.391074,0.831015
95444537,0.401007,0.832628
96448281,0.388718,0.832628
97449020,0.390675,0.831015
98450890,0.392169,0.830411
99451024,0.394885,0.832628
100452162,0.389137,0.831015
101452215,0.395838,0.831015
102453329,0.401893,0.832628
103455304,0.394492,0.832628
104455154,0.390829,0.831015
105455990,0.390511,0.830411
106456161,0.405971,0.832628
107457135,0.384742,0.831015
108457153,0.390917,0.831015
109458052,0.404213,0.832628
110458990,0.393195,0.832628
111460129,0.389465,0.831015
112460061,0.391751,0.830411
113461538,0.403184,0.832628
114461058,0.394024,0.832628
115461990,0.391153,0.831015
116463723,0.398331,0.832628
117464990,0.401382,0.832628
118466979,0.392451,0.831015
119467990,0.394702,0.830411
120468182,0.401156,0.832628
121467990,0.39489,0.832628
122471530,0.393941,0.831015
123472123,0.387604,0.830411
124472990,0.402871,0.832628
125474090,0.392288,0.831015
126474990,0.392971,0.831015
127476082,0.402869,0.832628
128476990,0.392565,0.832628
129477990,0.392847,0.831015
130479283,0.394291,0.830411
131480031,0.393136,0.832628
132481090,0.391237,0.831015
133481192,0.395405,0.831015
134482189,0.401446,0.832628
135483061,0.392968,0.832628
136484003,0.395165,0.831015
137486096,0.393891,0.830411
138487307,0.403934,0.832628
139489634,0.385799,0.831015
140491236,0.389743,0.831015
141491396,0.403777,0.832628
142494378,0.389403,0.832628
143495017,0.388791,0.831015
144495990,0.394131,0.830411
145497155,0.404592,0.832628
146497111,0.390921,0.832628
147497990,0.386582,0.831015
148499195,0.39262,0.832628
149500223,0.402534,0.832628
150499990,0.391415,0.831015
151501293,0.394444,0.830411
152501990,0.401636,0.832628
153502990,0.390779,0.832628
154504499,0.39118,0.831015
155506444,0.388417,0.830411
156505990,0.404372,0.832628
157507356,0.393425,0.831015
158509258,0.391975,0.831015
159510214,0.399391,0.832628
160511531,0.395054,0.832628
161512127,0.394363,0.831015
162513157,0.391672,0.830411
163513990,0.401246,0.832628
164513990,0.390649,0.831015
165514110,0.389917,0.831015
166515044,0.401738,0.832628
167516578,0.389624,0.832628
168517190,0.393181,0.831015
169518154,0.391193,0.830411
170518995,0.405677,0.832628
171520598,0.389103,0.831015
172521132,0.386159,0.831015
173524457,0.397833,0.832628
174524503,0.393817,0.832628
175526104,0.391993,0.831015
176527666,0.394095,0.830411
177528975,0.403853,0.832628
178530241,0.391304,0.832628
179531481,0.388081,0.831015
180531139,0.391787,0.832628
181532146,0.402426,0.832628
182532990,0.388965,0.831015
183534136,0.397237,0.830411
184535212,0.401419,0.832628
185536123,0.394824,0.832628
186536058,0.391375,0.831015
187537144,0.390795,0.830411
188538132,0.402147,0.832628
189539362,0.391906,0.831015
190539055,0.397798,0.831015
191541058,0.399373,0.832628
192541990,0.395642,0.832628
193543170,0.393587,0.831015
194542993,0.39158,0.830411
195544058,0.396904,0.832628
196544990,0.390348,0.831015
197546350,0.386609,0.831015
198546997,0.404895,0.832628
199547990,0.39162,0.832628
200548916,0.389064,0.831015
201550255,0.3932,0.830411
202552136,0.400708,0.832628
203553058,0.387109,0.831015
204554121,0.394521,0.831015
205554990,0.399146,0.832628
206558892,0.397226,0.832628
207559991,0.394428,0.831015
208560991,0.393165,0.830411
209562407,0.397525,0.832628
210561990,0.392515,0.832628
211563243,0.391438,0.831015
212564071,0.395559,0.830411
213565125,0.402157,0.832628
214564990,0.393125,0.831015
215564990,0.38876,0.831015
216567547,0.402978,0.832628
217568280,0.395247,0.832628
218570173,0.393838,0.831015
219570058,0.391606,0.830411
220570990,0.401716,0.832628
221572022,0.389657,0.831015
222571990,0.391331,0.831015
223573037,0.40474,0.832628
224574179,0.392898,0.832628
225577250,0.393539,0.831015
226577990,0.392727,0.830411
227578178,0.398596,0.832628
228581379,0.393109,0.831015
229582078,0.394576,0.831015
230582990,0.404145,0.832628
231584313,0.389521,0.832628
232584481,0.394213,0.831015
233585064,0.390956,0.830411
234585990,0.400514,0.832628
235587185,0.386762,0.832628
236587190,0.392833,0.831015
237587158,0.399919,0.832628
238587460,0.396099,0.832628
239588038,0.394072,0.831015
240588009,0.38972,0.830411
241588990,0.405876,0.832628
242589990,0.387363,0.832628
243591841,0.390513,0.831015
244593077,0.392222,0.830411
245595441,0.401634,0.832628
246596058,0.393853,0.831015
247596397,0.395917,0.831015
248596275,0.399448,0.832628
249596990,0.39324,0.832628
250599154,0.392949,0.831015
251598990,0.391356,0.830411
252599990,0.399511,0.832628
253601175,0.394301,0.831015
254600990,0.393651,0.831015
255601739,0.404619,0.832628
256602342,0.396755,0.832628
257602044,0.394922,0.831015
258604167,0.389347,0.830411
259604990,0.397947,0.832628
260605990,0.390985,0.831015
261607143,0.394094,0.831015
262607031,0.398721,0.832628
263607990,0.388005,0.832628
264609058,0.387273,0.831015
265608991,0.382481,0.830411
266610119,0.393338,0.832628
267610994,0.385891,0.832628
268612043,0.394336,0.831015
269613153,0.398298,0.832628
270613990,0.399132,0.832628
271614058,0.391168,0.831015
272614223,0.397082,0.830411
273614990,0.400344,0.832628
274615990,0.389766,0.832628
275616990,0.390953,0.831015
276618585,0.395342,0.830411
277619058,0.39763,0.832628
278619990,0.396706,0.831015
279621058,0.39208,0.831015
280622084,0.404239,0.832628
281622990,0.385478,0.832628
282626585,0.378309,0.831015
283627262,0.385339,0.830411
284629576,0.393922,0.832628
285629139,0.385447,0.831015
286629541,0.394915,0.831015
287631760,0.40027,0.832628
288632152,0.38775,0.832628
289632990,0.392252,0.831015
290633345,0.388314,0.830411
291635784,0.40007,0.832628
292636418,0.38642,0.831015
293637055,0.393241,0.831015
294638058,0.405629,0.832628
295639204,0.393266,0.832628
296641606,0.393045,0.831015
297641584,0.3977,0.830411
298642044,0.39969,0.832628
299643613,0.395954,0.832628
300644140,0.392121,0.831015
301647038,0.390129,0.832628
302647202,0.393613,0.832628
303648037,0.388563,0.831015
304648124,0.390541,0.830411
305649077,0.402564,0.832628
306649990,0.389826,0.832628
307650990,0.39189,0.831015
308650990,0.398679,0.830411
309651990,0.403548,0.832628
310652990,0.393727,0.831015
311653270,0.39374,0.831015
312654300,0.403005,0.832628
313656146,0.393023,0.832628
314655990,0.391195,0.831015
315657058,0.391974,0.830411
316658733,0.406643,0.832628
317659265,0.392751,0.831015
318659990,0.396303,0.831015
319659990,0.404717,0.832628
320660058,0.38715,0.832628
321660990,0.389882,0.831015
322661260,0.378972,0.830411
323661990,0.397313,0.832628
324664182,0.385854,0.831015
325664990,0.382766,0.831015
326665077,0.404342,0.832628
327666046,0.392842,0.832628
328667157,0.391722,0.831015
329668153,0.396416,0.830411
