timestamp,gps_timestamp_rel,optical_flow_timestamp_rel,distance_sensor_timestamp_rel,airspeed_timestamp_rel,vision_position_timestamp_rel,vision_attitude_timestamp_rel
5789704,32767,32767,32767,32767,32767,32767
5793704,32767,32767,32767,32767,32767,32767
5797704,32767,32767,32767,32767,32767,32767
5801704,32767,32767,32767,32767,32767,32767
5805716,32767,32767,32767,32767,32767,32767
5809704,32767,32767,32767,32767,32767,32767
5813704,32767,32767,32767,32767,32767,32767
5817704,32767,32767,32767,32767,32767,32767
5821704,32767,32767,32767,32767,32767,32767
5825736,32767,32767,32767,32767,32767,32767
5829704,32767,32767,32767,32767,32767,32767
5833704,32767,32767,32767,32767,32767,32767
5837704,32767,32767,32767,32767,32767,32767
5841704,32767,32767,32767,32767,32767,32767
5845704,32767,32767,32767,32767,32767,32767
5849704,32767,32767,32767,32767,32767,32767
5853704,32767,32767,32767,32767,32767,32767
5857704,32767,32767,32767,32767,32767,32767
5861704,32767,32767,32767,32767,32767,32767
5865750,32767,32767,32767,32767,32767,32767
5869704,32767,32767,32767,32767,32767,32767
5873704,32767,32767,32767,32767,32767,32767
5877704,32767,32767,32767,32767,32767,32767
5881704,32767,32767,32767,32767,32767,32767
5885704,32767,32767,32767,32767,32767,32767
5889704,32767,32767,32767,32767,32767,32767
5893712,32767,32767,32767,32767,32767,32767
5897704,32767,32767,32767,32767,32767,32767
5901704,32767,32767,32767,32767,32767,32767
5905704,32767,32767,32767,32767,32767,32767
5909704,32767,32767,32767,32767,32767,32767
5913732,32767,32767,32767,32767,32767,32767
5917704,32767,32767,32767,32767,32767,32767
5921704,32767,32767,32767,32767,32767,32767
5925704,32767,32767,32767,32767,32767,32767
5929704,32767,32767,32767,32767,32767,32767
5933743,32767,32767,32767,32767,32767,32767
5937704,32767,32767,32767,32767,32767,32767
5941704,32767,32767,32767,32767,32767,32767
5945704,32767,32767,32767,32767,32767,32767
5949750,32767,32767,32767,32767,32767,32767
5953711,32767,32767,32767,32767,32767,32767
5957704,32767,32767,32767,32767,32767,32767
5961704,32767,32767,32767,32767,32767,32767
5965704,32767,32767,32767,32767,32767,32767
5969704,32767,32767,32767,32767,32767,32767
5973704,32767,32767,32767,32767,32767,32767
5977704,32767,32767,32767,32767,32767,32767
5981704,32767,32767,32767,32767,32767,32767
5985704,32767,32767,32767,32767,32767,32767
5989704,32767,32767,32767,32767,32767,32767
5993704,32767,32767,32767,32767,32767,32767
5997704,32767,32767,32767,32767,32767,32767
6001704,32767,32767,32767,32767,32767,32767
6005704,32767,32767,32767,32767,32767,32767
6009704,32767,32767,32767,32767,32767,32767
6013704,32767,32767,32767,32767,32767,32767
6017704,32767,32767,32767,32767,32767,32767
6021704,32767,32767,32767,32767,32767,32767
6025704,32767,32767,32767,32767,32767,32767
6029704,32767,32767,32767,32767,32767,32767
6033746,32767,32767,32767,32767,32767,32767
6037704,32767,32767,32767,32767,32767,32767
6041708,32767,32767,32767,32767,32767,32767
6045704,32767,32767,32767,32767,32767,32767
6049704,32767,32767,32767,32767,32767,32767
6053704,32767,32767,32767,32767,32767,32767
6057704,32767,32767,32767,32767,32767,32767
6061728,32767,32767,32767,32767,32767,32767
6065704,32767,32767,32767,32767,32767,32767
6069704,32767,32767,32767,32767,32767,32767
6073704,32767,32767,32767,32767,32767,32767
6077704,32767,32767,32767,32767,32767,32767
6081706,32767,32767,32767,32767,32767,32767
6085704,32767,32767,32767,32767,32767,32767
6089704,32767,32767,32767,32767,32767,32767
6093704,32767,32767,32767,32767,32767,32767
6097704,32767,32767,32767,32767,32767,32767
6101729,32767,32767,32767,32767,32767,32767
6105704,32767,32767,32767,32767,32767,32767
6109704,32767,32767,32767,32767,32767,32767
6113704,32767,32767,32767,32767,32767,32767
6117746,32767,32767,32767,32767,32767,32767
6121704,32767,32767,32767,32767,32767,32767
6125704,32767,32767,32767,32767,32767,32767
6129704,32767,32767,32767,32767,32767,32767
6133704,32767,32767,32767,32767,32767,32767
6137704,32767,32767,32767,32767,32767,32767
6141704,32767,32767,32767,32767,32767,32767
6145704,32767,32767,32767,32767,32767,32767
6149704,32767,32767,32767,32767,32767,32767
6153704,32767,32767,32767,32767,32767,32767
6157704,32767,32767,32767,32767,32767,32767
6161704,32767,32767,32767,32767,32767,32767
6165704,32767,32767,32767,32767,32767,32767
6169704,32767,32767,32767,32767,32767,32767
6173711,32767,32767,32767,32767,32767,32767
6177704,32767,32767,32767,32767,32767,32767
6181704,32767,32767,32767,32767,32767,32767
6185704,32767,32767,32767,32767,32767,32767
6189722,32767,32767,32767,32767,32767,32767
6193704,32767,32767,32767,32767,32767,32767
6197704,32767,32767,32767,32767,32767,32767
6201746,32767,32767,32767,32767,32767,32767
6205704,32767,32767,32767,32767,32767,32767
6209742,32767,32767,32767,32767,32767,32767
6213704,32767,32767,32767,32767,32767,32767
6217704,32767,32767,32767,32767,32767,32767
6221704,32767,32767,32767,32767,32767,32767
6225704,32767,32767,32767,32767,32767,32767
6229753,32767,32767,32767,32767,32767,32767
6233704,32767,32767,32767,32767,32767,32767
6237704,32767,32767,32767,32767,32767,32767
6241704,32767,32767,32767,32767,32767,32767
6245704,32767,32767,32767,32767,32767,32767
6249721,32767,32767,32767,32767,32767,32767
6253704,32767,32767,32767,32767,32767,32767
6257704,32767,32767,32767,32767,32767,32767
6261704,32767,32767,32767,32767,32767,32767
6265704,32767,32767,32767,32767,32767,32767
6269703,32767,32767,32767,32767,32767,32767
6273704,32767,32767,32767,32767,32767,32767
6277704,32767,32767,32767,32767,32767,32767
6281704,32767,32767,32767,32767,32767,32767
6285746,32767,32767,32767,32767,32767,32767
6289704,32767,32767,32767,32767,32767,32767
6293704,32767,32767,32767,32767,32767,32767
6297712,32767,32767,32767,32767,32767,32767
6301704,32767,32767,32767,32767,32767,32767
6305704,32767,32767,32767,32767,32767,32767
6309708,32767,32767,32767,32767,32767,32767
6313704,32767,32767,32767,32767,32767,32767
6317708,32767,32767,32767,32767,32767,32767
6321704,32767,32767,32767,32767,32767,32767
6325704,32767,32767,32767,32767,32767,32767
6329704,32767,32767,32767,32767,32767,32767
6333704,32767,32767,32767,32767,32767,32767
6337718,32767,32767,32767,32767,32767,32767
6341704,32767,32767,32767,32767,32767,32767
6345704,32767,32767,32767,32767,32767,32767
6349704,32767,32767,32767,32767,32767,32767
6353704,32767,32767,32767,32767,32767,32767
6357751,32767,32767,32767,32767,32767,32767
6361704,32767,32767,32767,32767,32767,32767
6365704,32767,32767,32767,32767,32767,32767
6369746,32767,32767,32767,32767,32767,32767
6373704,32767,32767,32767,32767,32767,32767
6377715,32767,32767,32767,32767,32767,32767
6381704,32767,32767,32767,32767,32767,32767
6385704,32767,32767,32767,32767,32767,32767
6389704,32767,32767,32767,32767,32767,32767
