timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,system_source,priority,warning
5562488,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
6056123,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
6561649,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
7066471,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
7572112,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
8064840,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
8569770,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
9073640,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
9565640,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
10071298,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
10575252,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
11068913,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
11576120,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
12071305,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
12577638,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
13073667,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
13580135,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
14073620,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
14580166,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
15084143,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
15577663,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
16081669,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
16587256,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
17081649,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
17585635,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
18079381,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
18583251,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
19087251,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
19592835,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
20086494,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
20591281,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
21084829,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
21590433,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
22094435,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
22586422,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
23092157,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
23596118,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
24089679,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
24593750,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
25099331,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
25591367,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
26096046,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
26604051,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
27098492,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
27602521,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
28095256,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
28599269,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
29104955,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
29597712,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
30102483,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
30607250,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
31101667,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
31607288,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
32101728,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
32608952,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
33104890,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
33611307,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
34116135,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
34608103,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
35114435,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
35618420,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
36111330,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
36616119,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
37110572,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
37616056,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
38120202,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
38613635,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
39119259,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
39623375,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
40115279,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
40621649,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
41116075,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
41622449,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
42116864,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
42624957,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
43119321,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
43628022,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
44132131,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
44625638,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
45131295,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
45635257,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
46129744,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
46636046,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
47130538,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
47636841,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
48132130,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
48642454,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
49137648,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
49642449,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
50138475,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
50644946,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
51140217,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
51646528,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
52138477,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
52644936,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
53148974,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
53641649,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
54149678,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
54643318,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
55149652,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
55646435,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
56154510,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
56647267,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
57153669,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
57659267,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
58153660,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
58660068,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
59154437,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
59651340,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
60160081,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
60656140,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
61163261,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
61660212,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
62156143,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
62662474,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
63159299,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
63664142,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
64169737,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
64664048,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
65170456,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
65665635,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
66172167,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
66664116,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
67170581,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
67676877,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
68172060,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
68678508,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
69172063,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
69678435,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
70174511,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
70682449,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
71176078,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
71680875,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
72188044,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
72683282,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
73188839,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
73684044,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
74179290,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
74687290,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
75182449,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
75688819,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
76183311,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
76688125,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
77196934,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
77692849,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
78200173,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
78696835,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
79203341,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
79697635,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
80202449,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
80696879,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
81205637,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
81700093,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
82208829,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
82703318,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
83208835,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
83714539,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
84208937,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
84715280,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
85208117,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
85713747,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
86211374,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,3,0,0,0,0
