timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
9514696,-1.99019,-0.979481,-1.89235,0.530163,-0.182805,0.509661,-0.652499,-0.831247,-0.395248,-0.0614579,-0.386045,2
9546723,-1.06372,-5.60423,-1.48539,0.540089,-0.259126,0.45043,-0.66202,-0.831247,-0.395248,-0.0614579,-0.386045,2
9578730,0.126863,-6.19293,-2.72355,0.552646,-0.340598,0.35425,-0.673114,-0.831247,-0.395248,-0.0614579,-0.386045,2
9610704,2.14065,-8.93303,-1.67678,0.563088,-0.414555,0.2189,-0.680558,-0.831247,-0.395248,-0.0614579,-0.386045,2
9642685,6.49574,-2.60335,-1.77013,0.596414,-0.406967,0.0575723,-0.689458,-0.831247,-0.395248,-0.0614579,-0.386045,2
9674684,6.83964,-2.2404,-1.32197,0.610037,-0.316483,-0.0770101,-0.722332,-0.831247,-0.395248,-0.0614579,-0.386045,2
9706838,8.81494,-3.05861,-1.99098,0.612462,-0.218474,-0.236426,-0.721985,-0.831247,-0.395248,-0.0614579,-0.386045,2
9738789,6.43677,-2.18892,-2.11247,0.586924,-0.104355,-0.366426,-0.714396,-0.831247,-0.395248,-0.0614579,-0.386045,2
9770802,0.916954,-0.0310791,-2.01829,0.545171,-0.0182255,-0.421624,-0.724355,-0.831247,-0.395248,-0.0614579,-0.386045,2
9798699,-3.62604,9.32029,0.720171,0.546568,0.0614155,-0.35182,-0.757439,-0.831247,-0.395248,-0.0614579,-0.386045,2
9830684,-7.98789,13.3763,1.29988,0.597704,0.191255,-0.124679,-0.768522,-0.831247,-0.395248,-0.0614579,-0.386045,2
9862723,-7.65974,1.70437,-1.34826,0.587591,0.203645,0.0775895,-0.77926,-0.831247,-0.395248,-0.0614579,-0.386045,2
9894731,-8.17209,-0.571222,-1.40664,0.554657,0.0915286,0.202402,-0.80188,-0.831247,-0.395248,-0.0614579,-0.386045,2
9926688,-7.9748,-1.04118,-1.42353,0.516372,-0.0414305,0.313085,-0.796003,-0.831247,-0.395248,-0.0614579,-0.386045,2
