timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s
0,0.0968947,0.0571303
0,0.0928931,0.0566106
0,0.0364955,0.0505619
0,0.0849065,0.0514338
0,0.0795734,0.054373
0,0.0585552,0.0517346
0,0.130862,0.0495123
0,0.148176,0.0641063
0,0.111583,0.056935
0,0.116877,0.0525937
0,0.0942278,0.0520642
0,0.0869568,0.0543186
0,0.127853,0.0567159
0,0.108094,0.0559142
0,0.0976321,0.0575743
0,0.107027,0.0501244
0,0.101791,0.0547274
0,0.0567242,0.0519964
0,0.11739,0.0562928
0,0.135788,0.0655379
0,0.0835043,0.0578764
0,0.110966,0.0506233
0,0.0586085,0.0571394
0,0.0445486,0.0524276
0,0.0899393,0.0626624
0,0.092704,0.0590862
0,0.0971161,0.0559871
0,0.104611,0.0529976
0,0.065251,0.0504972
0,0.0900793,0.0551794
0,0.0762596,0.0572499
0,0.0796001,0.0567382
0,0.0616797,0.0541352
0,0.0743764,0.0512149
0,0.0693571,0.0539013
0,0.0826164,0.060777
0,0.128445,0.0521785
0,0.199321,0.0571607
0,0.0769277,0.0564081
0,0.0579837,0.055842
0,0.054918,0.0556113
0,0.0912462,0.0560487
0,0.127133,0.062273
0,0.0818318,0.0649289
0,0.118337,0.0583812
0,0.103125,0.0560146
0,0.119099,0.0526198
0,0.0954576,0.0511247
0,0.0993364,0.0568702
0,0.104248,0.0544214
0,0.0954559,0.0519394
0,0.0985119,0.0562083
0,0.0792432,0.0512886
0,0.105994,0.0589629
0,0.110402,0.0554594
0,0.110911,0.0551601
0,0.116598,0.0536445
0,0.0777663,0.053571
0,0.0761174,0.0591274
0,0.0677415,0.0586951
0,0.110917,0.0557133
0,0.0905038,0.055545
0,0.0845884,0.0547217
0,0.112681,0.0491827
0,0.0830863,0.0500023
0,0.111199,0.0572218
0,0.0865006,0.0529987
0,0.145236,0.0501887
0,0.0264093,0.0525094
0,0.0628069,0.0605056
0,0.097826,0.0519967
0,0.113057,0.0567444
0,0.128842,0.0507817
0,0.0617344,0.0540988
0,0.0558264,0.0537685
0,0.0745553,0.0533049
0,0.0814952,0.0491542
0,0.0562579,0.0569236
0,0.0675785,0.04664
0,0.0882023,0.0519894
0,0.122073,0.0484727
0,0.129615,0.0488055
0,0.0708323,0.0471794
0,0.0878545,0.0501388
0,0.0632326,0.0500048
0,0.212863,0.0527957
0,0.0723445,0.0534866
0,0.0603727,0.0499334
0,0.0831065,0.0484913
0,0.0705044,0.050888
0,0.0692909,0.0500574
0,0.0839994,0.0519491
0,0.0463973,0.0516454
0,0.085647,0.0449657
0,0.0618765,0.0518874
0,0.0458684,0.0506603
0,0.0648785,0.0506866
0,0.0747812,0.0496973
0,0.0320473,0.052656
0,0.0528831,0.0504039
0,0.0559202,0.0468038
0,0.0934144,0.0517491
0,0.0660627,0.0496816
0,0.0626513,0.0495075
0,0.0447049,0.0507552
0,0.0427495,0.049315
0,0.0862318,0.0499244
0,0.0493933,0.0507691
0,0.0869287,0.0487192
0,0.0789221,0.0507431
0,0.0729106,0.0504593
0,0.0780051,0.050822
0,0.0802664,0.0514772
0,0.0504194,0.0514766
0,0.0496218,0.0502311
0,0.0668844,0.0543427
0,0.0579443,0.0483529
0,0.049088,0.049235
0,0.0595713,0.0476383
0,0.0413875,0.0489619
0,0.0429847,0.0452701
0,0.0404523,0.0469684
0,0.0801876,0.0471274
0,0.0580791,0.0480604
0,0.0527957,0.0506403
0,0.0532808,0.0486272
0,0.0533519,0.0486208
0,0.0614441,0.0508999
0,0.0544941,0.0502702
0,0.0763106,0.050611
0,0.0476802,0.0478552
0,0.076985,0.0493782
0,0.0654535,0.0510455
0,0.0809428,0.0519272
0,0.0809724,0.0480275
0,0.0372692,0.0517455
0,0.0356785,0.0507048
0,0.0398685,0.049672
0,0.0819918,0.0491321
0,0.0456112,0.0521015
0,0.0487242,0.0454106
0,0.0455084,0.0478931
0,0.0743834,0.0496595
0,0.0374867,0.0467146
0,0.0335504,0.0440974
0,0.0505966,0.0462661
0,0.0594959,0.0481015
0,0.0667661,0.0511624
0,0.0449506,0.0480321
0,0.05715,0.0497339
0,0.0568242,0.0489459
0,0.0605367,0.0483995
0,0.0684955,0.0485519
0,0.0702538,0.0470513
0,0.0405146,0.0496862
0,0.0250127,0.0494554
0,0.0731966,0.047215
0,0.05572,0.0490663
0,0.0526632,0.0494599
0,0.0351442,0.0504019
0,0.0270642,0.0511163
0,0.0210796,0.0500098
0,0.0476537,0.0491489
0,0.0638136,0.0495352
0,0.0367517,0.0481337
0,0.0209155,0.048266
0,0.0200679,0.0484296
0,0.0437031,0.0475877
0,0.0158868,0.051315
0,0.0333102,0.0494242
0,0.0603592,0.0493036
0,0.0648573,0.0499558
0,0.0449592,0.0522443
0,0.0470656,0.0485052
0,0.0250292,0.0469688
0,0.0594509,0.0494437
0,0.0284932,0.0497911
0,0.0553611,0.0465271
0,0.0479071,0.0469017
0,0.0380597,0.0490313
0,0.0507182,0.048058
0,0.0408423,0.0496105
0,0.0456839,0.049653
0,0.0502427,0.0508298
0,0.0311634,0.0483749
0,0.0521691,0.0500283
0,0.0264292,0.0511022
0,0.0161377,0.0467492
0,0.0269744,0.047233
0,0.0344504,0.0477525
0,0.0396261,0.048429
0,0.0512078,0.0452499
0,0.0359679,0.039361
0,0.035768,0.0446123
0,0.0658291,0.0457717
0,0.0467511,0.0500985
0,0.038569,0.0466766
0,0.0373362,0.0470369
0,0.0683712,0.0487791
0,0.0439812,0.0484472
0,0.0396209,0.0481582
