timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
5505986,1000.0,1,0,0,0
30525074,1001.0,1,0,0,0
34768007,1000.0,1,0,0,0
35251007,1001.0,1,0,0,0
35272007,1000.0,1,0,0,0
36370007,1001.0,1,0,0,0
176409017,1002.0,1,0,0,0
178749010,1001.0,1,0,0,0
179367797,1002.0,1,0,0,0
181917061,1001.0,1,0,0,0
198926032,1002.0,1,0,0,0
200184018,1001.0,1,0,0,0
203076007,1002.0,1,0,0,0
204764034,1001.0,1,0,0,0
209696014,1002.0,1,0,0,0
219676358,1001.0,1,0,0,0
220623243,1002.0,1,0,0,0
220787047,1001.0,1,0,0,0
305821016,1000.0,1,0,0,0
308302007,1001.0,1,0,0,0
308323007,1000.0,1,0,0,0
308387007,1001.0,1,0,0,0
317223011,1000.0,1,0,0,0
319846007,1001.0,1,0,0,0
320216371,1000.0,1,0,0,0
763041621,999.0,1,0,0,0
764508396,1000.0,1,0,0,0
764528061,999.0,1,0,0,0
764548062,1000.0,1,0,0,0
765541018,999.0,1,0,0,0
766706736,1000.0,1,0,0,0
769722064,999.0,1,0,0,0
769804064,1000.0,1,0,0,0
769846020,999.0,1,0,0,0
772045263,1000.0,1,0,0,0
775169010,999.0,1,0,0,0
780248054,1000.0,1,0,0,0
782023593,999.0,1,0,0,0
