timestamp,windspeed_north,windspeed_east,variance_north,variance_east
11028305,0.0,0.0,0.0,0.0
11232351,0.0,0.0,0.0,0.0
11436368,0.0,0.0,0.0,0.0
11636397,0.0,0.0,0.0,0.0
11840342,0.0,0.0,0.0,0.0
12044308,0.0,0.0,0.0,0.0
12248519,0.0,0.0,0.0,0.0
12449990,0.0,0.0,0.0,0.0
12649882,0.0,0.0,0.0,0.0
12849902,0.0,0.0,0.0,0.0
13053938,0.0,0.0,0.0,0.0
13257937,0.0,0.0,0.0,0.0
13461930,0.0,0.0,0.0,0.0
13662033,0.0,0.0,0.0,0.0
13862022,0.0,0.0,0.0,0.0
14066778,0.0,0.0,0.0,0.0
14267546,0.0,0.0,0.0,0.0
14471609,0.0,0.0,0.0,0.0
14675512,0.0,0.0,0.0,0.0
14879537,0.0,0.0,0.0,0.0
15079526,0.0,0.0,0.0,0.0
15283522,0.0,0.0,0.0,0.0
15487556,0.0,0.0,0.0,0.0
15687555,0.0,0.0,0.0,0.0
15889188,0.0,0.0,0.0,0.0
16093166,0.0,0.0,0.0,0.0
16297107,0.0,0.0,0.0,0.0
16497099,0.0,0.0,0.0,0.0
16701156,0.0,0.0,0.0,0.0
16905209,0.0,0.0,0.0,0.0
17109208,0.0,0.0,0.0,0.0
17309141,0.0,0.0,0.0,0.0
17509170,0.0,0.0,0.0,0.0
17714712,0.0,0.0,0.0,0.0
17914816,0.0,0.0,0.0,0.0
18114682,0.0,0.0,0.0,0.0
18318749,0.0,0.0,0.0,0.0
18522844,0.0,0.0,0.0,0.0
18726702,0.0,0.0,0.0,0.0
18926733,0.0,0.0,0.0,0.0
19130698,0.0,0.0,0.0,0.0
19332312,0.0,0.0,0.0,0.0
19536326,0.0,0.0,0.0,0.0
19740477,0.0,0.0,0.0,0.0
19940399,0.0,0.0,0.0,0.0
20140343,0.0,0.0,0.0,0.0
20344391,0.0,0.0,0.0,0.0
20548308,0.0,0.0,0.0,0.0
20752539,0.0,0.0,0.0,0.0
20952415,0.0,0.0,0.0,0.0
21153903,0.0,0.0,0.0,0.0
21357882,0.0,0.0,0.0,0.0
21557952,0.0,0.0,0.0,0.0
21761929,0.0,0.0,0.0,0.0
21966013,0.0,0.0,0.0,0.0
22170012,0.0,0.0,0.0,0.0
22369917,0.0,0.0,0.0,0.0
22573900,0.0,0.0,0.0,0.0
22775496,0.0,0.0,0.0,0.0
22975653,0.0,0.0,0.0,0.0
23179510,0.0,0.0,0.0,0.0
23383497,0.0,0.0,0.0,0.0
23587622,0.0,0.0,0.0,0.0
23787491,0.0,0.0,0.0,0.0
23991590,0.0,0.0,0.0,0.0
24195534,0.0,0.0,0.0,0.0
24397204,0.0,0.0,0.0,0.0
24601100,0.0,0.0,0.0,0.0
24805127,0.0,0.0,0.0,0.0
25009099,0.0,0.0,0.0,0.0
25209146,0.0,0.0,0.0,0.0
25413122,0.0,0.0,0.0,0.0
25617133,0.0,0.0,0.0,0.0
25821138,0.0,0.0,0.0,0.0
26022725,0.0,0.0,0.0,0.0
26226772,0.0,0.0,0.0,0.0
26426778,0.0,0.0,0.0,0.0
26626788,0.0,0.0,0.0,0.0
26831597,0.0,0.0,0.0,0.0
27033148,0.0,0.0,0.0,0.0
27237882,0.0,0.0,0.0,0.0
27438686,0.0,0.0,0.0,0.0
27642737,0.0,0.0,0.0,0.0
27844417,0.0,0.0,0.0,0.0
28044306,0.0,0.0,0.0,0.0
28248293,0.0,0.0,0.0,0.0
28452372,0.0,0.0,0.0,0.0
28652309,0.0,0.0,0.0,0.0
28852482,0.0,0.0,0.0,0.0
29056311,0.0,0.0,0.0,0.0
29260419,0.0,0.0,0.0,0.0
