timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s
0,0.182727,0.0593715
0,0.168697,0.0553224
0,0.175647,0.0519775
0,0.166104,0.0679206
0,0.147539,0.0610608
0,0.136513,0.0566461
0,0.16234,0.0582653
0,0.160449,0.0586193
0,0.145792,0.0562696
0,0.127474,0.0565758
0,0.128004,0.0493781
0,0.152295,0.0539831
0,0.18387,0.0561623
0,0.11972,0.0553278
0,0.152542,0.0754986
0,0.218449,0.0888329
0,0.0958199,0.0695845
0,0.12268,0.0692291
0,0.159171,0.0497079
0,0.153323,0.052159
0,0.143596,0.042294
0,0.267871,0.132164
0,0.433044,0.311278
0,0.193993,0.2164
0,0.215176,0.168029
0,1.05443,0.276634
0,1.4132,0.279351
0,0.793575,0.300002
0,0.730855,0.159279
0,1.81033,0.212516
0,0.972656,0.307428
0,0.503208,0.105056
0,0.28857,0.0797062
0,0.0966003,0.142886
0,0.0460625,0.0662316
0,0.0804164,0.0722073
0,0.0721426,0.0702318
0,0.054672,0.0500583
0,0.15374,0.094798
0,0.1295,0.0517152
0,0.116918,0.0606353
0,0.130576,0.055954
0,0.0624143,0.0905656
0,0.07584,0.0567293
0,0.157568,0.0525072
0,0.121577,0.0589756
0,0.12023,0.061913
0,0.110019,0.0659222
0,0.0910016,0.0749599
0,0.151103,0.0804068
0,0.0699135,0.0746272
0,0.131375,0.073896
0,0.0800522,0.0706535
0,0.0750907,0.0666009
0,0.0888682,0.0679851
0,0.107157,0.0622905
0,0.108015,0.0650414
0,0.125684,0.062091
0,0.0970538,0.05891
0,0.138115,0.0558707
0,0.0855048,0.0616103
0,0.124116,0.0611649
0,0.117952,0.059195
0,0.142999,0.0502972
0,0.170963,0.0498491
0,0.170246,0.0515842
0,0.172753,0.04885
0,0.151249,0.0520065
0,0.169834,0.0555922
0,0.148517,0.0544932
0,0.162483,0.0566825
0,0.157646,0.0552621
0,0.197593,0.0714769
0,0.276832,0.0602216
0,0.173192,0.0350212
0,0.254801,0.0384292
0,0.216333,0.0668286
0,0.17151,0.07098
0,0.225069,0.0554902
0,0.212853,0.0552423
0,0.186847,0.0629463
0,0.253337,0.0560104
0,0.232169,0.063114
0,0.179093,0.0606695
0,0.230115,0.0607353
0,0.171935,0.0692224
0,0.272046,0.0679842
0,0.234099,0.0517117
0,0.231978,0.0500514
0,0.273509,0.0582867
0,0.231903,0.0543571
0,0.221581,0.100349
0,0.275496,0.0759801
0,0.133061,0.0683076
0,0.306011,0.0745173
0,0.205192,0.0691715
0,0.190016,0.0730039
0,0.211886,0.0720453
0,0.209611,0.0607989
0,0.206661,0.0649011
0,0.213463,0.0651348
0,0.211167,0.0690687
0,0.165269,0.073084
0,0.195786,0.0733265
0,0.15976,0.070843
0,0.108897,0.0616344
0,0.1027,0.0583119
0,0.119381,0.06398
0,0.132992,0.0588046
0,0.100881,0.0538024
0,0.117555,0.0569126
0,0.0780518,0.0571443
0,0.0957519,0.0582029
0,0.0935566,0.0605099
0,0.0524576,0.0577023
0,0.0852638,0.0540219
0,0.0857504,0.0521613
0,0.0594579,0.0559537
0,0.0435554,0.0542774
0,0.0309001,0.0411648
0,0.149478,0.0412203
0,0.118255,0.0383393
0,0.132099,0.0268364
0,0.204464,0.029782
0,0.135483,0.0321622
0,0.3613,0.0554778
0,0.132467,0.0398684
0,0.158046,0.0427818
0,0.156192,0.0390775
0,0.171009,0.0348222
0,0.127052,0.0205965
0,0.191269,0.0356007
0,0.176425,0.0465062
0,0.142065,0.0306671
0,0.256061,0.0336222
0,0.212816,0.0395236
0,0.216526,0.0407652
0,0.288473,0.0467316
0,0.223181,0.0429013
0,0.216088,0.0322824
0,0.212997,0.0628231
0,0.219061,0.0421624
0,0.201659,0.0400616
0,0.177677,0.0349853
0,0.16584,0.02121
0,0.195217,0.0471564
0,0.155009,0.0424232
0,0.151474,0.0458141
0,0.156456,0.0383505
0,0.130873,0.0383991
0,0.117846,0.0338982
0,0.104969,0.0447034
0,0.079765,0.0542538
0,0.135668,0.0463492
0,0.110183,0.0436169
0,0.104322,0.0504172
0,0.0468787,0.0416883
0,0.106684,0.0428343
0,0.0753879,0.0436933
0,0.0213908,0.0413548
0,0.0791166,0.0363124
0,0.0925686,0.0421552
0,0.0959132,0.039192
0,0.0909332,0.0353122
0,0.252185,0.0364708
0,0.0850866,0.0356407
0,0.0974957,0.0313743
0,0.105408,0.0356199
0,0.127063,0.0379942
0,0.0989772,0.0362658
0,0.110707,0.0353388
0,0.0782414,0.039784
0,0.097894,0.0412318
0,0.116467,0.0445046
0,0.100099,0.0401469
0,0.111791,0.0418088
0,0.123454,0.0484933
0,0.129033,0.0528482
0,0.0995358,0.0569904
0,0.0945751,0.0608807
0,0.153213,0.093114
0,0.0531214,0.0565639
0,0.0719877,0.0565787
0,0.0801402,0.0766861
0,0.0755869,0.0469244
0,0.0816138,0.0681092
0,0.0889778,0.0546692
0,0.0935728,0.0731613
0,0.175395,0.102929
0,0.147161,0.122507
0,0.240154,0.148182
0,0.114247,0.0796202
0,0.224746,0.0412818
0,0.0791966,0.124577
0,0.279123,0.133846
0,0.168067,0.106511
0,0.0855962,0.0930403
0,0.0591192,0.0998377
0,0.0441689,0.116199
0,0.133136,0.0852946
0,0.0824764,0.0781857
0,0.0844395,0.0845651
0,0.0481683,0.0471171
0,0.0513751,0.0440465
0,0.0966882,0.051591
0,0.0359566,0.0643483
0,0.111114,0.0546876
0,0.0683884,0.0486268
0,0.0203415,0.0433921
0,0.0906292,0.0402192
0,0.0374158,0.0404456
0,0.0621884,0.0408229
0,0.0374479,0.0370492
0,0.12927,0.133236
0,0.296712,0.0781715
0,0.117718,0.0310345
0,0.119635,0.04063
0,0.109981,0.0354799
0,0.149674,0.0457916
0,0.153884,0.0709052
0,0.129074,0.0376382
0,0.145424,0.0381695
0,0.158957,0.0446435
0,0.0821844,0.0737952
0,0.0860898,0.0650403
0,0.102354,0.0596048
