timestamp,gps_timestamp_rel,optical_flow_timestamp_rel,distance_sensor_timestamp_rel,airspeed_timestamp_rel,vision_position_timestamp_rel,vision_attitude_timestamp_rel
3910532,32767,32767,32767,32767,32767,32767
3914514,32767,32767,32767,32767,32767,32767
3918503,32767,32767,32767,32767,32767,32767
3922504,32767,32767,32767,32767,32767,32767
3926503,32767,32767,32767,32767,32767,32767
3930503,32767,32767,32767,32767,32767,32767
3934543,32767,32767,32767,32767,32767,32767
3938503,32767,32767,32767,32767,32767,32767
3942503,32767,32767,32767,32767,32767,32767
3946502,32767,32767,32767,32767,32767,32767
3950503,32767,32767,32767,32767,32767,32767
3954512,32767,32767,32767,32767,32767,32767
3958503,32767,32767,32767,32767,32767,32767
3962503,32767,32767,32767,32767,32767,32767
3966503,32767,32767,32767,32767,32767,32767
3970503,32767,32767,32767,32767,32767,32767
3974546,32767,32767,32767,32767,32767,32767
3978503,32767,32767,32767,32767,32767,32767
3982503,32767,32767,32767,32767,32767,32767
3986503,32767,32767,32767,32767,32767,32767
3990503,32767,32767,32767,32767,32767,32767
3994532,32767,32767,32767,32767,32767,32767
3998503,32767,32767,32767,32767,32767,32767
4002503,32767,32767,32767,32767,32767,32767
4006511,32767,32767,32767,32767,32767,32767
4010503,32767,32767,32767,32767,32767,32767
4014503,32767,32767,32767,32767,32767,32767
4018503,32767,32767,32767,32767,32767,32767
4022503,32767,32767,32767,32767,32767,32767
4026503,32767,32767,32767,32767,32767,32767
4030503,32767,32767,32767,32767,32767,32767
4034503,32767,32767,32767,32767,32767,32767
4038503,32767,32767,32767,32767,32767,32767
4042512,32767,32767,32767,32767,32767,32767
4046503,32767,32767,32767,32767,32767,32767
4050503,32767,32767,32767,32767,32767,32767
4054503,32767,32767,32767,32767,32767,32767
4058521,32767,32767,32767,32767,32767,32767
4062528,32767,32767,32767,32767,32767,32767
4066503,32767,32767,32767,32767,32767,32767
4070503,32767,32767,32767,32767,32767,32767
4074503,32767,32767,32767,32767,32767,32767
4078532,32767,32767,32767,32767,32767,32767
4082539,32767,32767,32767,32767,32767,32767
4086503,32767,32767,32767,32767,32767,32767
4090503,32767,32767,32767,32767,32767,32767
4094503,32767,32767,32767,32767,32767,32767
4098503,32767,32767,32767,32767,32767,32767
4102507,32767,32767,32767,32767,32767,32767
4106503,32767,32767,32767,32767,32767,32767
4110503,32767,32767,32767,32767,32767,32767
4114503,32767,32767,32767,32767,32767,32767
4118503,32767,32767,32767,32767,32767,32767
4122537,32767,32767,32767,32767,32767,32767
4126503,32767,32767,32767,32767,32767,32767
4130503,32767,32767,32767,32767,32767,32767
4134503,32767,32767,32767,32767,32767,32767
4138503,32767,32767,32767,32767,32767,32767
4142521,32767,32767,32767,32767,32767,32767
4146503,32767,32767,32767,32767,32767,32767
4150503,32767,32767,32767,32767,32767,32767
4154503,32767,32767,32767,32767,32767,32767
4158503,32767,32767,32767,32767,32767,32767
4162532,32767,32767,32767,32767,32767,32767
4166502,32767,32767,32767,32767,32767,32767
4170503,32767,32767,32767,32767,32767,32767
4174503,32767,32767,32767,32767,32767,32767
4178503,32767,32767,32767,32767,32767,32767
4182503,32767,32767,32767,32767,32767,32767
4186503,32767,32767,32767,32767,32767,32767
4190504,32767,32767,32767,32767,32767,32767
4194503,32767,32767,32767,32767,32767,32767
4198503,32767,32767,32767,32767,32767,32767
4202503,32767,32767,32767,32767,32767,32767
4206503,32767,32767,32767,32767,32767,32767
