timestamp,windspeed_north,windspeed_east,variance_north,variance_east
10690760,0.0,0.0,0.0,0.0
10892361,0.0,0.0,0.0,0.0
11096509,0.0,0.0,0.0,0.0
11300334,0.0,0.0,0.0,0.0
11504316,0.0,0.0,0.0,0.0
11704319,0.0,0.0,0.0,0.0
11909169,0.0,0.0,0.0,0.0
12113221,0.0,0.0,0.0,0.0
12313219,0.0,0.0,0.0,0.0
12513127,0.0,0.0,0.0,0.0
12717185,0.0,0.0,0.0,0.0
12921169,0.0,0.0,0.0,0.0
13122886,0.0,0.0,0.0,0.0
13326864,0.0,0.0,0.0,0.0
13526872,0.0,0.0,0.0,0.0
13730738,0.0,0.0,0.0,0.0
13932455,0.0,0.0,0.0,0.0
14136315,0.0,0.0,0.0,0.0
14336372,0.0,0.0,0.0,0.0
14537995,0.0,0.0,0.0,0.0
14741940,0.0,0.0,0.0,0.0
14941916,0.0,0.0,0.0,0.0
15146018,0.0,0.0,0.0,0.0
15349957,0.0,0.0,0.0,0.0
15554002,0.0,0.0,0.0,0.0
15755516,0.0,0.0,0.0,0.0
15956547,0.0,0.0,0.0,0.0
16157957,0.0,0.0,0.0,0.0
16359589,0.0,0.0,0.0,0.0
16565235,0.0,0.0,0.0,0.0
16766746,0.0,0.0,0.0,0.0
16968333,0.0,0.0,0.0,0.0
17172345,0.0,0.0,0.0,0.0
17376424,0.0,0.0,0.0,0.0
17580316,0.0,0.0,0.0,0.0
17781992,0.0,0.0,0.0,0.0
17982717,0.0,0.0,0.0,0.0
18184325,0.0,0.0,0.0,0.0
18386035,0.0,0.0,0.0,0.0
18589961,0.0,0.0,0.0,0.0
18791567,0.0,0.0,0.0,0.0
18991597,0.0,0.0,0.0,0.0
19195516,0.0,0.0,0.0,0.0
19397212,0.0,0.0,0.0,0.0
19597178,0.0,0.0,0.0,0.0
19801932,0.0,0.0,0.0,0.0
20006035,0.0,0.0,0.0,0.0
20207559,0.0,0.0,0.0,0.0
20411516,0.0,0.0,0.0,0.0
20615641,0.0,0.0,0.0,0.0
20815515,0.0,0.0,0.0,0.0
21017161,0.0,0.0,0.0,0.0
21217962,0.0,0.0,0.0,0.0
21421939,0.0,0.0,0.0,0.0
21626839,0.0,0.0,0.0,0.0
21826736,0.0,0.0,0.0,0.0
22030782,0.0,0.0,0.0,0.0
22231602,0.0,0.0,0.0,0.0
22433118,0.0,0.0,0.0,0.0
22636442,0.0,0.0,0.0,0.0
22840358,0.0,0.0,0.0,0.0
23043536,0.0,0.0,0.0,0.0
23243574,0.0,0.0,0.0,0.0
23447603,0.0,0.0,0.0,0.0
23651522,0.0,0.0,0.0,0.0
23853251,0.0,0.0,0.0,0.0
24057290,0.0,0.0,0.0,0.0
24260348,0.0,0.0,0.0,0.0
24464324,0.0,0.0,0.0,0.0
24666730,0.0,0.0,0.0,0.0
24867539,0.0,0.0,0.0,0.0
25071650,0.0,0.0,0.0,0.0
25273180,0.0,0.0,0.0,0.0
25474042,0.0,0.0,0.0,0.0
25677969,0.0,0.0,0.0,0.0
25879644,0.0,0.0,0.0,0.0
26084460,0.0,0.0,0.0,0.0
26286012,0.0,0.0,0.0,0.0
26489931,0.0,0.0,0.0,0.0
26694007,0.0,0.0,0.0,0.0
26893901,0.0,0.0,0.0,0.0
27097963,0.0,0.0,0.0,0.0
27301955,0.0,0.0,0.0,0.0
27503683,0.0,0.0,0.0,0.0
27707537,0.0,0.0,0.0,0.0
27911516,0.0,0.0,0.0,0.0
28111572,0.0,0.0,0.0,0.0
28313172,0.0,0.0,0.0,0.0
28515615,0.0,0.0,0.0,0.0
28719581,0.0,0.0,0.0,0.0
28921173,0.0,0.0,0.0,0.0
29123577,0.0,0.0,0.0,0.0
29323595,0.0,0.0,0.0,0.0
29525137,0.0,0.0,0.0,0.0
29729198,0.0,0.0,0.0,0.0
29929944,0.0,0.0,0.0,0.0
30133955,0.0,0.0,0.0,0.0
30335552,0.0,0.0,0.0,0.0
30540316,0.0,0.0,0.0,0.0
30741932,0.0,0.0,0.0,0.0
30946785,0.0,0.0,0.0,0.0
31148381,0.0,0.0,0.0,0.0
31352442,0.0,0.0,0.0,0.0
31552379,0.0,0.0,0.0,0.0
31757158,0.0,0.0,0.0,0.0
