timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,magnetometer_timestamp_relative,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],baro_timestamp_relative,baro_alt_meter,baro_temp_celcius
3910532,0.282007,0.0128612,-0.00843249,4029,0,-8.58851,1.90032,-4.62758,4029,-4615,0.557659,-0.0773937,0.581457,-8465,258.489,26.09
3914514,0.266921,0.0111423,-0.00618447,3982,0,-8.55027,1.92836,-4.6075,3982,-8597,0.557659,-0.0773937,0.581457,-12447,258.489,26.09
3918503,0.257722,0.00372675,-0.00247997,3989,0,-8.46425,1.92494,-4.54652,3989,-2576,0.556048,-0.0745781,0.58328,-16436,258.489,26.09
3922504,0.251848,-0.00682193,0.00305273,4001,0,-8.4374,1.90957,-4.5864,4001,-6577,0.556048,-0.0745781,0.58328,-20437,258.489,26.09
3926503,0.250775,-0.0119291,0.00952886,3999,0,-8.39098,1.9412,-4.59511,3999,-617,0.557812,-0.0706363,0.585517,-2471,257.976,26.09
3930503,0.251527,-0.0193687,0.01847,4000,0,-8.37984,1.94176,-4.54177,4000,-4617,0.557812,-0.0706363,0.585517,-6471,257.976,26.09
3934543,0.246609,-0.0268454,0.029376,4040,0,-8.35525,1.93405,-4.57233,4040,-8657,0.557812,-0.0706363,0.585517,-10511,257.976,26.09
3938503,0.238301,-0.0280123,0.0387414,3960,0,-8.37995,1.90944,-4.58935,3960,-2598,0.554437,-0.0722452,0.585269,-3512,257.976,26.09
3942503,0.229926,-0.0268415,0.0466894,4000,0,-8.39033,1.89761,-4.59589,4000,-6598,0.554437,-0.0722452,0.585269,-7512,257.976,26.09
3946502,0.227699,-0.0244071,0.0510446,3999,0,-8.39008,1.84716,-4.5584,3999,-586,0.558579,-0.0691882,0.584689,-470,258.061,26.09
3950503,0.227049,-0.0230045,0.0513805,4001,0,-8.39841,1.75343,-4.49933,4001,-4587,0.558579,-0.0691882,0.584689,-4471,258.061,26.09
3954512,0.230242,-0.0268404,0.0478644,4009,0,-8.39605,1.71821,-4.42649,4009,-8596,0.558579,-0.0691882,0.584689,-8480,258.061,26.09
3958503,0.234914,-0.0338542,0.0431927,3991,0,-8.3795,1.72191,-4.46166,3991,-2621,0.556661,-0.0642811,0.583197,-12471,258.061,26.09
3962503,0.238543,-0.0393938,0.03829,4000,0,-8.36041,1.77429,-4.52933,4000,-6621,0.556661,-0.0642811,0.583197,-16471,258.061,26.09
3966503,0.240028,-0.0435325,0.0342424,4000,0,-8.37324,1.78823,-4.55113,4000,-620,0.559193,-0.0662922,0.583197,-20471,258.061,26.09
3970503,0.239618,-0.0511883,0.0316936,4000,0,-8.37457,1.81891,-4.57308,4000,-4620,0.559193,-0.0662922,0.583197,-2441,257.634,26.09
3974546,0.237155,-0.0557909,0.0309435,4043,0,-8.43341,1.80264,-4.60144,4043,-8663,0.559193,-0.0662922,0.583197,-6484,257.634,26.09
3978503,0.235032,-0.0597279,0.030416,3957,0,-8.41975,1.79351,-4.55861,3957,-2621,0.560727,-0.0635571,0.584191,-10441,257.634,26.09
3982503,0.233435,-0.0645012,0.0268006,4000,0,-8.40365,1.77819,-4.51104,4000,-6621,0.560727,-0.0635571,0.584191,-3512,257.123,26.09
3986503,0.233116,-0.0728136,0.0218973,4000,0,-8.39415,1.78823,-4.48878,4000,-620,0.560651,-0.0694296,0.584771,-7512,257.123,26.09
3990503,0.237991,-0.0794069,0.0177522,4000,0,-8.38659,1.84813,-4.50242,4000,-4620,0.560651,-0.0694296,0.584771,-462,258.147,26.09
3994532,0.246958,-0.079513,0.0150903,4029,0,-8.37798,1.84148,-4.57432,4029,-8649,0.560651,-0.0694296,0.584771,-4491,258.147,26.09
3998503,0.255585,-0.0753569,0.0161521,3971,0,-8.37752,1.80928,-4.6568,3971,-2621,0.560037,-0.0649246,0.584689,-8462,258.147,26.09
4002503,0.265869,-0.0682561,0.0129714,4000,0,-8.38269,1.795,-4.66009,4000,-6621,0.560037,-0.0649246,0.584689,-12462,258.147,26.09
4006511,0.280805,-0.061956,0.00816633,4008,0,-8.39796,1.7791,-4.59253,4008,-628,0.562338,-0.059213,0.583611,-16470,258.147,26.09
4010503,0.296681,-0.0607882,0.00498729,3992,0,-8.42552,1.75609,-4.55715,3992,-4620,0.562338,-0.059213,0.583611,-20462,258.147,26.09
4014503,0.307063,-0.0616403,0.000307,4000,0,-8.42741,1.77,-4.55065,4000,-8620,0.562338,-0.059213,0.583611,-2470,258.232,26.09
4018503,0.307508,-0.0595109,-0.00374304,4000,0,-8.47671,1.80394,-4.58725,4000,-2621,0.561878,-0.0572019,0.582534,-6470,258.232,26.09
