timestamp,load,ram_usage
5611673,0.352768,0.836659
6617112,0.285601,0.843647
7618761,0.320421,0.844185
8619159,0.320547,0.842572
9618990,0.322779,0.842102
10620105,0.335499,0.828731
11620264,0.324034,0.827118
12621927,0.386705,0.831015
13623020,0.399881,0.832628
14624044,0.39346,0.832628
15623990,0.394835,0.831015
16624340,0.394221,0.830411
17625075,0.408011,0.832628
18626449,0.39211,0.831015
19626155,0.391663,0.831015
20628257,0.395829,0.832628
21629076,0.394217,0.832628
22630072,0.394433,0.831015
23631139,0.395549,0.830411
24632062,0.401075,0.832628
25636089,0.391387,0.832628
26637051,0.39419,0.831015
27637990,0.390263,0.830411
28639630,0.40029,0.832628
29640299,0.393539,0.831015
30641084,0.3956,0.831015
31642397,0.402676,0.832628
32642990,0.391201,0.832628
33643169,0.396125,0.831015
34644009,0.39552,0.830411
35645161,0.398471,0.832628
36645990,0.392257,0.831015
37647588,0.396267,0.831015
38647241,0.401465,0.832628
39648205,0.394755,0.832628
40649110,0.397229,0.831015
41649990,0.393491,0.830411
42650990,0.401301,0.832628
43652065,0.3875,0.831015
44653063,0.389519,0.831015
45654058,0.40182,0.832628
46654350,0.393982,0.832628
47655098,0.390972,0.831015
48656009,0.39303,0.830411
49656791,0.402155,0.832628
50657996,0.39412,0.831015
51659005,0.390509,0.831015
52659298,0.393964,0.832628
53660217,0.398102,0.832628
54660035,0.396356,0.831015
55662021,0.394363,0.830411
56662076,0.406984,0.832628
57663035,0.394184,0.832628
58664200,0.390541,0.831015
59664058,0.391909,0.830411
60665170,0.401181,0.832628
61666052,0.391453,0.831015
62667058,0.396872,0.831015
63667990,0.400149,0.832628
64669478,0.396173,0.832628
65670480,0.391397,0.831015
66670221,0.393635,0.830411
67670990,0.398334,0.832628
68672169,0.39146,0.831015
69673648,0.393208,0.831015
70673992,0.404609,0.832628
71674994,0.390277,0.832628
72675637,0.392018,0.831015
73675082,0.397498,0.830411
74676047,0.40485,0.832628
75677169,0.389015,0.831015
76676990,0.393524,0.831015
77677225,0.405768,0.832628
78677195,0.396351,0.832628
79678180,0.391632,0.831015
80677990,0.393659,0.830411
