timestamp,main_state
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
4509484,0
