timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
3293739,4.72119,0.0,0,1,0,0,0,0,0
3793750,4.74214,0.0,0,1,0,0,0,0,0
4293739,4.75503,0.0,0,1,0,0,0,0,0
4803739,4.71636,0.0,0,1,0,0,0,0,0
5303739,4.74697,0.0,0,1,0,0,0,0,0
5803739,4.76147,0.0,0,1,0,0,0,0,0
6303739,4.73086,0.0,0,1,0,0,0,0,0
6803739,4.74858,0.0,0,1,0,0,0,0,0
7303746,4.76792,0.0,0,1,0,0,0,0,0
7803745,4.78242,0.0,0,1,0,0,0,0,0
8303739,4.73569,0.0,0,1,0,0,0,0,0
8803756,4.76147,0.0,0,1,0,0,0,0,0
9303739,4.76147,0.0,0,1,0,0,0,0,0
9803742,4.74375,0.0,0,1,0,0,0,0,0
10313739,4.79531,0.0,0,1,0,0,0,0,0
10813776,4.76792,0.0,0,1,0,0,0,0,0
11313760,4.74375,0.0,0,1,0,0,0,0,0
11813739,4.79531,0.0,0,1,0,0,0,0,0
12313739,4.76792,0.0,0,1,0,0,0,0,0
12813739,4.73569,0.0,0,1,0,0,0,0,0
13313739,4.79531,0.0,0,1,0,0,0,0,0
13813760,4.79531,0.0,0,1,0,0,0,0,0
14313739,4.74858,0.0,0,1,0,0,0,0,0
14813739,4.7228,0.0,0,1,0,0,0,0,0
15313739,4.75664,0.0,0,1,0,0,0,0,0
15813739,4.74858,0.0,0,1,0,0,0,0,0
16323740,4.79531,0.0,0,1,0,0,0,0,0
16823744,4.75664,0.0,0,1,0,0,0,0,0
17323742,4.76147,0.0,0,1,0,0,0,0,0
17823739,4.76631,0.0,0,1,0,0,0,0,0
18323739,4.74858,0.0,0,1,0,0,0,0,0
18823756,4.7228,0.0,0,1,0,0,0,0,0
19323739,4.76792,0.0,0,1,0,0,0,0,0
19823739,4.79531,0.0,0,1,0,0,0,0,0
20333739,4.71636,0.0,0,1,0,0,0,0,0
20833739,4.79531,0.0,0,1,0,0,0,0,0
21333756,4.74858,0.0,0,1,0,0,0,0,0
21833739,4.74214,0.0,0,1,0,0,0,0,0
22333739,4.79531,0.0,0,1,0,0,0,0,0
22833739,4.76147,0.0,0,1,0,0,0,0,0
23333739,4.79531,0.0,0,1,0,0,0,0,0
23833753,4.74375,0.0,0,1,0,0,0,0,0
24333739,4.76147,0.0,0,1,0,0,0,0,0
24833750,4.75503,0.0,0,1,0,0,0,0,0
25343739,4.75986,0.0,0,1,0,0,0,0,0
25843739,4.79531,0.0,0,1,0,0,0,0,0
26343739,4.75664,0.0,0,1,0,0,0,0,0
26843739,4.75342,0.0,0,1,0,0,0,0,0
27353739,4.79531,0.0,0,1,0,0,0,0,0
