timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s
0,0.0900509,0.0301661
0,0.0809002,0.0308209
0,0.0836033,0.0327492
0,0.0710283,0.0335763
0,0.0795061,0.0316532
0,0.0906785,0.028766
0,0.0879739,0.0302815
0,0.0898477,0.0301098
0,0.0999708,0.0298518
0,0.11005,0.0314217
0,0.0995044,0.0285464
0,0.0765454,0.0301965
0,0.111161,0.0287295
0,0.104946,0.0277684
0,0.0909267,0.0302357
0,0.0769696,0.0283272
0,0.105694,0.0289449
0,0.0906874,0.0300131
0,0.0717471,0.0269911
0,0.0710698,0.0290747
0,0.0902646,0.0297057
0,0.0833252,0.0266375
0,0.094341,0.0312001
0,0.0854277,0.0301029
0,0.0769595,0.0281448
0,0.0930233,0.0296178
0,0.0581516,0.0294228
0,0.0699734,0.0304117
0,0.0825876,0.0284262
0,0.0847593,0.0312526
0,0.0989962,0.0292109
0,0.0771297,0.0281713
0,0.112511,0.0298163
0,0.086794,0.0293966
0,0.0668551,0.0273662
0,0.0593536,0.0280672
0,0.09445,0.0282834
0,0.107731,0.0266042
0,0.0903581,0.0298424
0,0.0896938,0.0283567
0,0.0842345,0.0291225
0,0.0886247,0.0301832
0,0.0794929,0.0277312
0,0.0720085,0.0289742
0,0.0523144,0.0278837
0,0.0754253,0.029998
0,0.0956533,0.0272994
0,0.0838756,0.0281752
0,0.0652177,0.0285576
0,0.0891949,0.0255512
0,0.0672429,0.028973
0,0.0619164,0.0269369
0,0.0794382,0.0265759
0,0.0902864,0.0289192
0,0.0923618,0.0261937
0,0.0539353,0.0269058
0,0.0862231,0.0258758
0,0.0777731,0.0271553
0,0.0910048,0.0288264
0,0.084312,0.0283954
0,0.0741271,0.0267921
0,0.0971671,0.0314914
0,0.0779025,0.0314663
0,0.0635415,0.0287729
0,0.0691825,0.0288539
0,0.0735869,0.026733
0,0.0956966,0.0278799
0,0.0885662,0.0285174
0,0.086645,0.0267803
0,0.0659906,0.0264012
0,0.0781943,0.0269975
0,0.0547692,0.0299045
0,0.0943626,0.027869
0,0.08708,0.0289505
0,0.0899599,0.0276185
0,0.0778403,0.0284807
0,0.0849206,0.0279516
0,0.0650999,0.0269685
0,0.0794337,0.0247988
0,0.0784459,0.0283245
0,0.0583193,0.0271046
0,0.10382,0.027321
0,0.071735,0.0272033
0,0.0717417,0.0270544
0,0.0812473,0.027928
0,0.0822091,0.0284698
0,0.0554192,0.0272382
0,0.0466969,0.0261577
0,0.0732129,0.0272445
0,0.0446303,0.0272055
0,0.0724806,0.0305438
0,0.0596814,0.0261717
0,0.0484893,0.0287799
0,0.0463046,0.0291232
0,0.0949643,0.0262503
0,0.0795218,0.0273566
0,0.0855423,0.0280674
0,0.0787495,0.028967
0,0.059135,0.0304753
0,0.0703646,0.0288817
0,0.0741532,0.0269606
0,0.0742112,0.027201
0,0.0701849,0.029036
0,0.0633107,0.0265142
0,0.0691748,0.0230388
0,0.0573124,0.0265622
0,0.0661546,0.0281113
0,0.0612922,0.0260654
0,0.0645156,0.0258628
0,0.0660668,0.0246243
0,0.056158,0.025078
0,0.0749208,0.0263154
0,0.0765398,0.0246725
0,0.0774451,0.0257361
0,0.0685991,0.0238487
0,0.0755006,0.0246376
0,0.0615765,0.0253674
0,0.0765255,0.0261206
0,0.0538534,0.0261906
0,0.0643453,0.0251185
0,0.0736946,0.0248254
0,0.0766796,0.0263282
0,0.0615435,0.0244949
0,0.0661268,0.0281558
0,0.0652964,0.0271088
0,0.0747637,0.0262883
0,0.0683407,0.027236
0,0.0771797,0.0258764
0,0.0720006,0.0273339
0,0.0585139,0.0275027
0,0.0659458,0.0288408
0,0.0783743,0.0278378
0,0.0661669,0.0286616
0,0.0722344,0.0273442
0,0.0541674,0.0255855
0,0.0844842,0.0263273
0,0.060663,0.027588
0,0.0783902,0.026411
0,0.0671454,0.0267567
0,0.0644051,0.0279379
0,0.0694855,0.0257837
0,0.0592069,0.0257838
0,0.0344762,0.0238055
0,0.0457175,0.0263646
0,0.0419485,0.0244823
0,0.0545439,0.0257926
0,0.0822739,0.0270576
0,0.0741511,0.0275484
0,0.0532442,0.026556
0,0.0803631,0.0247434
0,0.0610658,0.0242781
0,0.0350067,0.0251781
0,0.0631232,0.0261272
0,0.0749626,0.0255958
