timestamp,load,ram_usage
3721038,0.37015,0.836659
4726158,0.288134,0.843647
5726126,0.323425,0.844185
6727060,0.322499,0.842572
7728367,0.323875,0.842102
8729339,0.337308,0.828731
9729990,0.351836,0.831015
10730148,0.403343,0.831015
11730196,0.405404,0.832628
12730240,0.396013,0.832628
13730990,0.396335,0.831015
14732390,0.394676,0.830411
15733058,0.403996,0.832628
16734058,0.392909,0.831015
17734990,0.393206,0.831015
18735990,0.391608,0.832628
19737051,0.401347,0.832628
20738140,0.395606,0.831015
21738285,0.399613,0.830411
22738992,0.405179,0.832628
23739990,0.394579,0.832628
24741495,0.397785,0.831015
25741990,0.389567,0.830411
26743790,0.403409,0.832628
27744010,0.395724,0.831015
28745019,0.392202,0.831015
29745991,0.404619,0.832628
30746167,0.401291,0.832628
31746437,0.396322,0.831015
32745990,0.396513,0.830411
33746734,0.403266,0.832628
34747412,0.390893,0.831015
35748142,0.398684,0.831015
36749501,0.398694,0.832628
37748996,0.389786,0.832628
38751412,0.397412,0.831015
39750990,0.392,0.830411
40751271,0.407004,0.832628
41751990,0.393944,0.831015
42754402,0.395654,0.831015
43756193,0.403915,0.832628
44757074,0.394377,0.832628
45757575,0.389929,0.831015
46759348,0.392851,0.830411
47762281,0.406327,0.832628
48763454,0.39835,0.832628
