timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
3229217,1000.0,1,0,0,0
11136368,997.0,1,0,0,0
11320007,998.0,1,0,0,0
12678084,999.0,1,0,0,0
12925069,1000.0,1,0,0,0
13089007,1001.0,1,0,0,0
13214201,1002.0,1,0,0,0
13338050,1003.0,1,0,0,0
13462007,1004.0,1,0,0,0
13585032,1005.0,1,0,0,0
13749020,1006.0,1,0,0,0
13995009,1007.0,1,0,0,0
15105019,1006.0,1,0,0,0
15499275,1005.0,1,0,0,0
15852018,1004.0,1,0,0,0
16430007,1003.0,1,0,0,0
17213048,1002.0,1,0,0,0
17857302,1001.0,1,0,0,0
18329017,1000.0,1,0,0,0
18840020,999.0,1,0,0,0
19663010,998.0,1,0,0,0
20407007,999.0,1,0,0,0
21825050,1000.0,1,0,0,0
22317169,1001.0,1,0,0,0
24783011,1000.0,1,0,0,0
26617018,1001.0,1,0,0,0
