timestamp,load,ram_usage
5593926,0.350726,0.836659
6595682,0.298205,0.843647
7596058,0.32253,0.844185
8596247,0.323199,0.842572
9597136,0.324722,0.842102
10596990,0.337025,0.828731
11597990,0.399828,0.831015
12598990,0.386213,0.831015
13600636,0.404074,0.832628
14600097,0.396368,0.832628
15600281,0.389869,0.831015
16599990,0.3929,0.830411
17600058,0.405156,0.832628
18600990,0.394562,0.832628
19602245,0.387106,0.831015
20602990,0.391683,0.832628
21603063,0.39671,0.832628
22603168,0.39668,0.831015
23603115,0.396346,0.830411
24604311,0.404366,0.832628
25605098,0.389905,0.832628
26606573,0.394413,0.831015
27607111,0.384999,0.830411
28607058,0.402148,0.832628
29607990,0.393202,0.831015
30609310,0.391356,0.831015
31609662,0.404951,0.832628
32609990,0.394342,0.832628
33611058,0.393711,0.831015
34610990,0.39302,0.830411
35612023,0.401083,0.832628
36614049,0.393537,0.831015
37615047,0.396388,0.831015
38616244,0.397548,0.832628
39617781,0.391001,0.832628
40618925,0.393905,0.831015
41620037,0.393744,0.830411
42620091,0.402928,0.832628
43619990,0.386665,0.831015
44621207,0.391081,0.831015
45622081,0.401067,0.832628
46622445,0.393629,0.832628
47621990,0.39339,0.831015
48623159,0.389616,0.830411
49624898,0.396738,0.832628
50625624,0.392792,0.832628
51626188,0.389368,0.831015
52627037,0.398014,0.832628
53628610,0.398579,0.832628
54629939,0.39318,0.831015
55630990,0.387429,0.830411
56634478,0.399806,0.832628
57633990,0.388632,0.832628
58635256,0.392255,0.831015
59634990,0.389928,0.830411
60636065,0.403239,0.832628
61638655,0.389968,0.831015
62638629,0.392389,0.831015
63637990,0.401979,0.832628
64639125,0.396865,0.832628
65640717,0.394523,0.831015
66640997,0.39361,0.830411
67642834,0.397537,0.832628
68643034,0.390525,0.831015
69644306,0.389088,0.831015
70645863,0.409833,0.832628
71647170,0.394725,0.832628
72648058,0.394359,0.831015
73649063,0.39076,0.830411
74650760,0.408598,0.832628
75651168,0.388041,0.831015
76651121,0.393318,0.831015
77654826,0.405345,0.832628
78655598,0.395535,0.832628
79657393,0.394277,0.831015
80657990,0.394049,0.830411
81658990,0.404862,0.832628
82660589,0.391171,0.832628
83661880,0.390805,0.831015
84663002,0.395878,0.832628
85664058,0.398359,0.832628
86665277,0.392042,0.831015
87666149,0.396514,0.830411
88666990,0.400519,0.832628
89668091,0.390334,0.832628
90667990,0.395684,0.831015
91669306,0.391302,0.830411
92670061,0.406005,0.832628
93671923,0.392711,0.831015
94671990,0.392819,0.831015
95672990,0.403347,0.832628
96674077,0.396413,0.832628
97675075,0.395603,0.831015
98675077,0.390691,0.830411
99675990,0.397849,0.832628
100679712,0.3884,0.831015
101680841,0.387628,0.831015
102680990,0.392811,0.832628
103682403,0.394858,0.832628
104683218,0.392745,0.831015
105684859,0.398845,0.830411
106684990,0.405835,0.832628
107686058,0.390174,0.831015
108685990,0.392947,0.831015
109687059,0.40988,0.832628
110688058,0.392098,0.832628
111690342,0.386588,0.831015
112690058,0.393808,0.830411
113690333,0.398134,0.832628
114692549,0.387778,0.832628
115693231,0.392445,0.831015
116693990,0.394336,0.832628
117697104,0.395956,0.832628
118697990,0.391514,0.831015
119698586,0.399092,0.830411
120700871,0.397244,0.832628
121702460,0.39333,0.832628
122701990,0.395658,0.831015
123703202,0.390475,0.830411
124704701,0.401842,0.832628
125704088,0.397135,0.831015
126705163,0.393205,0.831015
127705990,0.400123,0.832628
128706990,0.392365,0.832628
129707994,0.393413,0.831015
130709097,0.394803,0.830411
131709001,0.402444,0.832628
132710107,0.381641,0.831015
133711058,0.390094,0.831015
134710990,0.392787,0.832628
135712061,0.38552,0.832628
136713909,0.387508,0.831015
137715058,0.392601,0.830411
138716400,0.403079,0.832628
139717058,0.390077,0.831015
140716994,0.393485,0.831015
141718080,0.404047,0.832628
142719161,0.39262,0.832628
143720058,0.392046,0.831015
144720990,0.391872,0.830411
145721990,0.404385,0.832628
146722994,0.395356,0.832628
147723990,0.392062,0.831015
148723990,0.396764,0.832628
149726170,0.402478,0.832628
150727577,0.39164,0.831015
151727990,0.392717,0.830411
152729174,0.407761,0.832628
153729990,0.390528,0.832628
154730647,0.394761,0.831015
155731044,0.387764,0.830411
156731414,0.405279,0.832628
157732061,0.396317,0.831015
158732434,0.392949,0.831015
159735654,0.4022,0.832628
160736291,0.39186,0.832628
161737132,0.397252,0.831015
162737990,0.395619,0.830411
163738990,0.406167,0.832628
164739990,0.389703,0.831015
165741056,0.397346,0.831015
166742484,0.403334,0.832628
167742990,0.390712,0.832628
168743990,0.393483,0.831015
169745058,0.390994,0.830411
170746075,0.402918,0.832628
171747416,0.39049,0.831015
172748992,0.39769,0.831015
173749652,0.401065,0.832628
174750040,0.39884,0.832628
175750990,0.394151,0.831015
176751990,0.39804,0.830411
177753916,0.404468,0.832628
178755236,0.3889,0.832628
179756284,0.395479,0.831015
180757155,0.393227,0.832628
