timestamp,main_state
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
4325482,0
