timestamp,error_count,pressure,altitude,temperature,device_id
5443003,0,978.19,296.02,24.11,3998474
5464990,0,978.16,296.277,24.11,3998474
5475994,0,978.16,296.277,24.11,3998474
5487002,0,978.11,296.705,24.11,3998474
5508991,0,978.18,296.106,24.11,3998474
5520012,0,978.16,296.277,24.11,3998474
5531003,0,978.16,296.277,24.11,3998474
5552994,0,978.16,296.277,24.12,3998474
5564003,0,978.19,296.02,24.12,3998474
5575003,0,978.19,296.02,24.12,3998474
5597002,0,978.21,295.849,24.12,3998474
5607992,0,978.18,296.106,24.12,3998474
5618991,0,978.19,296.02,24.12,3998474
5640991,0,978.19,296.02,24.12,3998474
5651991,0,978.15,296.363,24.12,3998474
5663022,0,978.16,296.277,24.12,3998474
5684990,0,978.2,295.934,24.12,3998474
5696003,0,978.21,295.849,24.12,3998474
5707050,0,978.15,296.363,24.12,3998474
5729001,0,978.17,296.191,24.12,3998474
5739991,0,978.2,295.934,24.12,3998474
5751001,0,978.14,296.448,24.12,3998474
5772990,0,978.19,296.02,24.12,3998474
5783991,0,978.18,296.106,24.12,3998474
5795027,0,978.21,295.849,24.12,3998474
5817002,0,978.23,295.677,24.12,3998474
5828003,0,978.17,296.191,24.12,3998474
5839019,0,978.15,296.363,24.12,3998474
5861013,0,978.2,295.934,24.12,3998474
5871991,0,978.16,296.277,24.12,3998474
5883024,0,978.13,296.534,24.12,3998474
5904991,0,978.17,296.191,24.12,3998474
5916001,0,978.17,296.191,24.12,3998474
5926991,0,978.18,296.106,24.12,3998474
5948232,0,978.17,296.191,24.12,3998474
5959884,0,978.16,296.277,24.12,3998474
5970056,0,978.16,296.277,24.12,3998474
5992032,0,978.18,296.106,24.13,3998474
6002000,0,978.2,295.934,24.13,3998474
6013036,0,978.18,296.106,24.13,3998474
6033991,0,978.23,295.677,24.13,3998474
6044199,0,978.16,296.277,24.13,3998474
6055940,0,978.2,295.934,24.13,3998474
6079629,0,978.19,296.02,24.13,3998474
6090007,0,978.15,296.363,24.13,3998474
6101004,0,978.15,296.363,24.13,3998474
6123306,0,978.19,296.02,24.13,3998474
6134034,0,978.15,296.363,24.13,3998474
6145005,0,978.15,296.363,24.13,3998474
6165990,0,978.18,296.106,24.13,3998474
6176212,0,978.19,296.02,24.13,3998474
6188445,0,978.2,295.934,24.13,3998474
6210007,0,978.21,295.849,24.14,3998474
6221004,0,978.18,296.106,24.14,3998474
6231997,0,978.15,296.363,24.14,3998474
6252991,0,978.18,296.106,24.14,3998474
6263313,0,978.15,296.363,24.14,3998474
6274008,0,978.17,296.191,24.14,3998474
6295599,0,978.2,295.934,24.14,3998474
6306001,0,978.17,296.191,24.14,3998474
6316991,0,978.17,296.191,24.14,3998474
6339244,0,978.16,296.277,24.14,3998474
6350002,0,978.12,296.62,24.14,3998474
6360991,0,978.19,296.02,24.14,3998474
6383283,0,978.17,296.191,24.13,3998474
6393991,0,978.15,296.363,24.13,3998474
6404019,0,978.14,296.448,24.13,3998474
6427602,0,978.16,296.277,24.14,3998474
6437991,0,978.19,296.02,24.14,3998474
6449018,0,978.19,296.02,24.14,3998474
6470023,0,978.16,296.277,24.14,3998474
6480991,0,978.17,296.191,24.14,3998474
6491270,0,978.14,296.448,24.14,3998474
6512017,0,978.17,296.191,24.14,3998474
6522991,0,978.19,296.02,24.14,3998474
6534003,0,978.14,296.448,24.14,3998474
6556061,0,978.17,296.191,24.14,3998474
6567010,0,978.21,295.849,24.14,3998474
6577991,0,978.2,295.934,24.14,3998474
6598991,0,978.2,295.934,24.14,3998474
6609528,0,978.21,295.849,24.14,3998474
6620386,0,978.15,296.363,24.14,3998474
6642003,0,978.22,295.763,24.15,3998474
6653004,0,978.18,296.106,24.15,3998474
6664079,0,978.18,296.106,24.15,3998474
6686003,0,978.18,296.106,24.14,3998474
6697002,0,978.18,296.106,24.14,3998474
6708076,0,978.17,296.191,24.14,3998474
6730003,0,978.19,296.02,24.15,3998474
6741448,0,978.18,296.106,24.15,3998474
6752448,0,978.2,295.934,24.15,3998474
6774004,0,978.14,296.448,24.15,3998474
6785030,0,978.19,296.02,24.15,3998474
6795002,0,978.19,296.02,24.15,3998474
6816085,0,978.18,296.106,24.15,3998474
6827037,0,978.17,296.191,24.15,3998474
6837194,0,978.21,295.849,24.15,3998474
6859003,0,978.21,295.849,24.15,3998474
6869991,0,978.21,295.849,24.15,3998474
6880991,0,978.21,295.849,24.15,3998474
6901991,0,978.18,296.106,24.15,3998474
6912138,0,978.17,296.191,24.15,3998474
6922991,0,978.17,296.191,24.15,3998474
6944991,0,978.17,296.191,24.16,3998474
6956003,0,978.21,295.849,24.16,3998474
6966994,0,978.21,295.849,24.16,3998474
6988998,0,978.2,295.934,24.15,3998474
6999991,0,978.19,296.02,24.15,3998474
7011003,0,978.16,296.277,24.15,3998474
7032991,0,978.21,295.849,24.15,3998474
7044003,0,978.2,295.934,24.15,3998474
7055373,0,978.18,296.106,24.15,3998474
7077003,0,978.14,296.448,24.15,3998474
7087991,0,978.14,296.448,24.15,3998474
7098991,0,978.14,296.448,24.15,3998474
7121079,0,978.16,296.277,24.15,3998474
7132008,0,978.18,296.106,24.15,3998474
7143003,0,978.24,295.592,24.15,3998474
7165003,0,978.09,296.876,24.15,3998474
7176003,0,978.2,295.934,24.15,3998474
7186991,0,978.2,295.934,24.15,3998474
7208992,0,978.2,295.934,24.16,3998474
7219991,0,978.2,295.934,24.16,3998474
7230991,0,978.13,296.534,24.16,3998474
7252991,0,978.13,296.534,24.15,3998474
7263014,0,978.21,295.849,24.15,3998474
7274011,0,978.17,296.191,24.15,3998474
7296003,0,978.21,295.849,24.16,3998474
7306991,0,978.14,296.448,24.16,3998474
7318000,0,978.2,295.934,24.16,3998474
7340002,0,978.17,296.191,24.16,3998474
7350990,0,978.16,296.277,24.16,3998474
7362003,0,978.15,296.363,24.16,3998474
7383020,0,978.16,296.277,24.15,3998474
7394026,0,978.2,295.934,24.15,3998474
7404991,0,978.19,296.02,24.15,3998474
7426991,0,978.18,296.106,24.16,3998474
7438028,0,978.19,296.02,24.16,3998474
7449022,0,978.17,296.191,24.16,3998474
7470993,0,978.18,296.106,24.16,3998474
7482003,0,978.15,296.363,24.16,3998474
7492991,0,978.2,295.934,24.16,3998474
7515004,0,978.15,296.363,24.16,3998474
7526041,0,978.17,296.191,24.16,3998474
7536991,0,978.18,296.106,24.16,3998474
7558991,0,978.17,296.191,24.16,3998474
7569004,0,978.18,296.106,24.16,3998474
7580003,0,978.18,296.106,24.16,3998474
7602004,0,978.16,296.277,24.16,3998474
7613022,0,978.14,296.448,24.16,3998474
7624016,0,978.21,295.849,24.16,3998474
7646033,0,978.17,296.191,24.16,3998474
7657002,0,978.16,296.277,24.16,3998474
7668003,0,978.21,295.849,24.16,3998474
7689991,0,978.17,296.191,24.16,3998474
7700992,0,978.16,296.277,24.16,3998474
7712003,0,978.16,296.277,24.16,3998474
7734019,0,978.18,296.106,24.16,3998474
7744992,0,978.17,296.191,24.16,3998474
7756428,0,978.11,296.705,24.16,3998474
7778009,0,978.16,296.277,24.16,3998474
7789007,0,978.17,296.191,24.16,3998474
7800000,0,978.21,295.849,24.16,3998474
7820993,0,978.22,295.763,24.17,3998474
7831273,0,978.13,296.534,24.17,3998474
7841996,0,978.21,295.849,24.17,3998474
7864635,0,978.14,296.448,24.16,3998474
7875599,0,978.19,296.02,24.16,3998474
7886003,0,978.17,296.191,24.16,3998474
7908000,0,978.13,296.534,24.17,3998474
7917991,0,978.21,295.849,24.17,3998474
7929032,0,978.18,296.106,24.17,3998474
7950032,0,978.18,296.106,24.17,3998474
7960384,0,978.16,296.277,24.17,3998474
7971645,0,978.15,296.363,24.17,3998474
7993003,0,978.2,295.934,24.17,3998474
8003991,0,978.18,296.106,24.17,3998474
8015279,0,978.16,296.277,24.17,3998474
8036991,0,978.21,295.849,24.17,3998474
8047338,0,978.17,296.191,24.17,3998474
8057991,0,978.15,296.363,24.17,3998474
8079911,0,978.2,295.934,24.17,3998474
8092135,0,978.2,295.934,24.17,3998474
8103043,0,978.16,296.277,24.17,3998474
8125010,0,978.18,296.106,24.17,3998474
8136046,0,978.16,296.277,24.17,3998474
8147009,0,978.18,296.106,24.17,3998474
8169009,0,978.15,296.363,24.17,3998474
8180008,0,978.14,296.448,24.17,3998474
8190014,0,978.15,296.363,24.17,3998474
8212047,0,978.15,296.363,24.17,3998474
8222991,0,978.15,296.363,24.17,3998474
8234030,0,978.17,296.191,24.17,3998474
8255031,0,978.2,295.934,24.18,3998474
8264992,0,978.17,296.191,24.18,3998474
8276045,0,978.14,296.448,24.18,3998474
8297216,0,978.15,296.363,24.17,3998474
8307991,0,978.16,296.277,24.17,3998474
8318991,0,978.13,296.534,24.17,3998474
8341003,0,978.14,296.448,24.18,3998474
8351991,0,978.17,296.191,24.18,3998474
8362991,0,978.19,296.02,24.18,3998474
8385002,0,978.15,296.363,24.17,3998474
8395991,0,978.12,296.62,24.17,3998474
8406992,0,978.2,295.934,24.17,3998474
8429021,0,978.17,296.191,24.18,3998474
8440030,0,978.18,296.106,24.18,3998474
