timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1]
10451381,0.0,0.0,0.0,-8.67075e-05,0.0008148,0.450971,0.0,0.0,0.0,-0.00357105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270275,0.270275,4.13333,0.0,0.0,0.0,0.0920371,0.0,0.0,0.0,0.0,0.0,0.00100924,0.0159513,0.0198115,0.0,0.0,0.0,0.0
10651393,0.0,0.0,0.0,-6.34884e-05,0.000832991,0.0875887,0.0,0.0,0.0,0.00579311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269148,0.269147,4.13301,0.0,0.0,0.0,0.10125,0.0,0.0,0.0,0.0,0.0,0.00983844,0.0139275,0.017597,0.0,0.0,0.0,0.0
10856871,0.0,0.0,0.0,-0.000340114,0.000802774,-0.510059,0.0,0.0,0.0,0.00659498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267235,0.267231,4.13062,0.0,0.0,0.0,0.0956372,0.0,0.0,0.0,0.0,0.0,0.0118025,0.0164698,0.0140975,0.0,0.0,0.0,0.0
11061012,0.0,0.0,0.0,-0.000649943,0.000893298,0.175048,0.0,0.0,0.0,0.00343807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266922,0.26691,4.13061,0.0,0.0,0.0,0.0937793,0.0,0.0,0.0,0.0,0.0,0.00543697,0.00985972,0.00631405,0.0,0.0,0.0,0.0
11260912,0.0,0.0,0.0,-0.000958476,0.000881522,-0.19154,0.0,0.0,0.0,-0.0111981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267419,0.267399,4.12949,0.0,0.0,0.0,0.092865,0.0,0.0,0.0,0.0,0.0,0.00124571,0.00953047,0.00843085,0.0,0.0,0.0,0.0
11463403,0.0,0.0,0.0,-0.000830761,0.000796306,-0.145323,0.0,0.0,0.0,-0.01217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268231,0.268208,4.1265,0.0,0.0,0.0,0.0922772,0.0,0.0,0.0,0.0,0.0,0.00429727,0.0146439,0.0226762,0.0,0.0,0.0,0.0
11664882,0.0,0.0,0.0,-0.000668001,0.000709772,-0.0469401,0.0,0.0,0.0,-0.00631869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269417,0.269393,4.12563,0.0,0.0,0.0,0.0919887,0.0,0.0,0.0,0.0,0.0,0.00518097,0.00890058,0.00368628,0.0,0.0,0.0,0.0
11866520,0.0,0.0,0.0,-0.000678515,0.000550101,0.0593098,0.0,0.0,0.0,-0.00106506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270114,0.270095,4.12466,0.0,0.0,0.0,0.0917333,0.0,0.0,0.0,0.0,0.0,0.00193158,0.0074772,0.00288752,0.0,0.0,0.0,0.0
12071369,0.0,0.0,0.0,-0.000646954,0.000421216,0.0247446,0.0,0.0,0.0,-0.0158679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269448,0.269435,4.12284,0.0,0.0,0.0,0.091585,0.0,0.0,0.0,0.0,0.0,0.00123781,0.00934465,0.00898924,0.0,0.0,0.0,0.0
12271371,0.0,0.0,0.0,-0.000674315,0.000431766,-0.269886,0.0,0.0,0.0,0.0289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268623,0.268614,4.121,0.0,0.0,0.0,0.0914834,0.0,0.0,0.0,0.0,0.0,0.00381693,0.0147193,0.0213758,0.0,0.0,0.0,0.0
