timestamp,error_count,pressure,altitude,temperature,device_id
5784991,0,973.96,332.313,25.04,3998474
5796051,0,973.95,332.399,25.04,3998474
5818067,0,974.01,331.883,25.04,3998474
5828991,0,974.01,331.883,25.04,3998474
5840052,0,973.97,332.227,25.04,3998474
5862080,0,973.97,332.227,25.04,3998474
5872991,0,973.94,332.485,25.04,3998474
5884032,0,973.94,332.485,25.04,3998474
5906107,0,973.98,332.141,25.04,3998474
5916991,0,973.97,332.227,25.04,3998474
5928032,0,973.97,332.227,25.04,3998474
5950149,0,974.0,331.969,25.05,3998474
5960991,0,973.99,332.055,25.05,3998474
5972032,0,973.94,332.485,25.05,3998474
5994138,0,973.93,332.571,25.05,3998474
6004991,0,973.98,332.141,25.05,3998474
6016032,0,973.98,332.141,25.05,3998474
6038116,0,973.96,332.313,25.05,3998474
6048991,0,973.96,332.313,25.05,3998474
6060032,0,973.96,332.313,25.05,3998474
6082118,0,973.93,332.571,25.05,3998474
6093002,0,973.94,332.485,25.05,3998474
6104057,0,973.94,332.485,25.05,3998474
6126109,0,973.99,332.055,25.05,3998474
6136991,0,973.99,332.055,25.05,3998474
6148033,0,974.0,331.969,25.05,3998474
6170096,0,973.96,332.313,25.05,3998474
6180991,0,973.99,332.055,25.05,3998474
6192032,0,973.99,332.055,25.05,3998474
6214101,0,973.92,332.657,25.05,3998474
6225010,0,973.94,332.485,25.05,3998474
6236033,0,973.99,332.055,25.05,3998474
6258051,0,973.99,332.055,25.05,3998474
6269004,0,973.93,332.571,25.05,3998474
6280032,0,973.93,332.571,25.05,3998474
6302123,0,973.97,332.227,25.06,3998474
6313037,0,974.04,331.626,25.06,3998474
6324130,0,973.91,332.743,25.06,3998474
6346057,0,973.95,332.399,25.06,3998474
6356990,0,973.96,332.313,25.06,3998474
6368053,0,973.94,332.485,25.06,3998474
6390117,0,973.98,332.141,25.06,3998474
6400993,0,973.99,332.055,25.06,3998474
6412048,0,973.97,332.227,25.06,3998474
6434113,0,973.98,332.141,25.06,3998474
6444995,0,973.96,332.313,25.06,3998474
6456032,0,974.01,331.883,25.06,3998474
6478121,0,973.98,332.141,25.06,3998474
6488991,0,973.94,332.485,25.06,3998474
6500033,0,973.98,332.141,25.06,3998474
6523153,0,974.01,331.883,25.06,3998474
6534720,0,973.97,332.227,25.06,3998474
6545065,0,973.99,332.055,25.06,3998474
6566991,0,973.93,332.571,25.06,3998474
6577011,0,973.96,332.313,25.06,3998474
6588066,0,973.97,332.227,25.06,3998474
6610169,0,973.98,332.141,25.06,3998474
6620991,0,973.95,332.399,25.06,3998474
6631035,0,973.98,332.141,25.06,3998474
6652993,0,973.98,332.141,25.07,3998474
6663991,0,973.98,332.141,25.07,3998474
6675002,0,973.99,332.055,25.07,3998474
6697010,0,973.96,332.313,25.06,3998474
6708024,0,973.98,332.141,25.06,3998474
6718991,0,973.98,332.141,25.06,3998474
6741007,0,973.99,332.055,25.07,3998474
6751077,0,974.05,331.54,25.07,3998474
6763213,0,974.0,331.969,25.07,3998474
6785004,0,973.95,332.399,25.07,3998474
6796047,0,974.05,331.54,25.07,3998474
6807002,0,973.97,332.227,25.07,3998474
6827990,0,973.96,332.313,25.07,3998474
6838039,0,973.99,332.055,25.07,3998474
6848993,0,973.95,332.399,25.07,3998474
6870407,0,973.97,332.227,25.07,3998474
6880991,0,973.98,332.141,25.07,3998474
6891991,0,973.96,332.313,25.07,3998474
6914092,0,973.97,332.227,25.07,3998474
6925010,0,973.97,332.227,25.07,3998474
6936003,0,973.9,332.829,25.07,3998474
6957002,0,973.96,332.313,25.07,3998474
6967213,0,973.97,332.227,25.07,3998474
6978410,0,974.01,331.883,25.07,3998474
7000002,0,973.99,332.055,25.07,3998474
7011002,0,973.9,332.829,25.07,3998474
7022526,0,973.93,332.571,25.07,3998474
7044002,0,973.98,332.141,25.07,3998474
7055002,0,973.95,332.399,25.07,3998474
7066038,0,973.94,332.485,25.07,3998474
7088002,0,973.98,332.141,25.07,3998474
7099034,0,973.96,332.313,25.07,3998474
7111403,0,973.93,332.571,25.07,3998474
7133034,0,973.98,332.141,25.07,3998474
7144001,0,973.99,332.055,25.07,3998474
7155001,0,973.91,332.743,25.07,3998474
7175991,0,973.99,332.055,25.07,3998474
7186017,0,973.96,332.313,25.07,3998474
7197003,0,973.98,332.141,25.07,3998474
7219176,0,973.98,332.141,25.07,3998474
7230408,0,974.0,331.969,25.07,3998474
7240998,0,973.95,332.399,25.07,3998474
7263005,0,973.99,332.055,25.08,3998474
7272991,0,973.94,332.485,25.08,3998474
7283991,0,973.95,332.399,25.08,3998474
7304991,0,973.98,332.141,25.08,3998474
7315472,0,974.01,331.883,25.08,3998474
7326408,0,973.98,332.141,25.08,3998474
7347991,0,974.0,331.969,25.09,3998474
7359010,0,973.97,332.227,25.09,3998474
7370064,0,974.01,331.883,25.09,3998474
7392003,0,974.0,331.969,25.08,3998474
7402994,0,973.96,332.313,25.08,3998474
7413991,0,973.93,332.571,25.08,3998474
7435991,0,973.96,332.313,25.08,3998474
7447912,0,973.9,332.829,25.08,3998474
7460036,0,973.96,332.313,25.08,3998474
