timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
5982761,4.73247,0.0,0,1,0,0,0,0,0
6482761,4.75664,0.0,0,1,0,0,0,0,0
6992761,4.75503,0.0,0,1,0,0,0,0,0
7492770,4.78242,0.0,0,1,0,0,0,0,0
7992761,4.78887,0.0,0,1,0,0,0,0,0
8492761,4.76792,0.0,0,1,0,0,0,0,0
8992761,4.7792,0.0,0,1,0,0,0,0,0
9492761,4.76147,0.0,0,1,0,0,0,0,0
9992761,4.76147,0.0,0,1,0,0,0,0,0
10492774,4.74214,0.0,0,1,0,0,0,0,0
10992790,4.78242,0.0,0,1,0,0,0,0,0
11492763,4.7647,0.0,0,1,0,0,0,0,0
12002761,4.74214,0.0,0,1,0,0,0,0,0
12502788,4.79531,0.0,0,1,0,0,0,0,0
13002761,4.76147,0.0,0,1,0,0,0,0,0
13502761,4.74858,0.0,0,1,0,0,0,0,0
14002761,4.74858,0.0,0,1,0,0,0,0,0
14502761,4.76147,0.0,0,1,0,0,0,0,0
15002761,4.73086,0.0,0,1,0,0,0,0,0
15502761,4.76792,0.0,0,1,0,0,0,0,0
16002761,4.74536,0.0,0,1,0,0,0,0,0
16502761,4.76147,0.0,0,1,0,0,0,0,0
17002761,4.74858,0.0,0,1,0,0,0,0,0
17502789,4.79531,0.0,0,1,0,0,0,0,0
18002770,4.79531,0.0,0,1,0,0,0,0,0
18502761,4.75986,0.0,0,1,0,0,0,0,0
19002761,4.75986,0.0,0,1,0,0,0,0,0
19502761,4.77275,0.0,0,1,0,0,0,0,0
20002804,4.73569,0.0,0,1,0,0,0,0,0
20502761,4.74214,0.0,0,1,0,0,0,0,0
21002761,4.76792,0.0,0,1,0,0,0,0,0
21502761,4.74375,0.0,0,1,0,0,0,0,0
22012761,4.79531,0.0,0,1,0,0,0,0,0
22512786,4.76147,0.0,0,1,0,0,0,0,0
23012761,4.74858,0.0,0,1,0,0,0,0,0
23512761,4.76792,0.0,0,1,0,0,0,0,0
